frame,right_knee_filtered,left_knee_filtered,norm_right_hip_x,norm_right_hip_y,norm_right_shoulder_x,norm_right_shoulder_y
68,165.57519602770094,156.4440994781801,-0.11677851,0.0014359233,-0.5022008,-0.9683504
69,164.1841841884095,152.4615145339977,-0.11836778,0.0077661825,-0.51046973,-0.9821716
70,163.74777079829886,151.09683882149352,-0.12672812,0.039249785,-0.53849393,-0.93777055
71,165.15686964932968,152.37957957648123,-0.13646631,0.052246235,-0.57242984,-0.905648
72,167.80807902042415,152.94458229556503,-0.006918021,0.030949105,-0.2791894,-0.9949546
75,170.1482600054408,149.13059745879454,-0.07444193,-0.028617052,-0.103641115,-1.0722408
76,171.9340494778059,144.32824701628286,-0.13374235,0.026810525,-0.43593535,-0.9631026
77,174.3686319733613,147.4164043046937,-0.1391073,0.012413742,-0.44197863,-0.9415581
78,177.416234266425,159.9095846415769,-0.15631172,0.010176482,-0.5357018,-0.9383774
79,178.88673603295138,172.10148463417124,-0.14258932,0.008915558,-0.4957087,-0.9538396
80,176.88808598482393,175.14637246905227,-0.1486037,0.0314773,-0.5899185,-0.9191442
81,172.25560923202693,170.52005731498804,-0.15369923,0.03737225,-0.60828567,-0.90766615
82,167.79675022727073,165.8570657345396,-0.15403642,0.044600386,-0.6410608,-0.89502233
83,165.71487242756905,165.67319493239629,-0.15382545,0.0405524,-0.66345775,-0.8854402
84,166.53021739409527,168.09643597492945,-0.15957247,0.024250347,-0.6497522,-0.9148214
85,168.9321998089942,169.0865646153093,-0.15052983,0.023823287,-0.6041753,-0.8999911
86,170.4473984554042,167.21703784256619,-0.14372136,0.027519658,-0.59199715,-0.9352032
87,169.9746205517372,163.77661523363338,-0.14645144,0.027857149,-0.5877307,-0.9000307
88,168.7104026980051,160.43768058450254,-0.14512782,0.020365775,-0.5829307,-0.9048461
89,168.19442694531483,158.34341667957014,-0.14640711,0.02441628,-0.6333605,-0.9038872
90,168.99034147910234,158.26440513166662,-0.14136943,0.021865709,-0.6565286,-0.90183866
91,170.69273525271976,160.07115893805437,-0.14109264,0.015842453,-0.66023356,-0.90221155
92,172.16440612459795,162.20005663373675,-0.15066607,0.021357184,-0.6650494,-0.9048968
93,172.28298544886124,163.04326449536174,-0.15729226,0.044948332,-0.68192786,-0.89439595
94,170.98609176542115,163.14965685137423,-0.15664913,0.042176068,-0.66883016,-0.8898541
95,169.5778216687773,164.37560781287894,-0.15606391,0.03709832,-0.6657272,-0.89231294
96,169.71069100627824,166.7804363514226,-0.15748623,0.037024442,-0.6662444,-0.8916428
97,171.71646059140363,168.30409818570627,-0.15233685,0.032141812,-0.5963138,-0.90795696
98,174.12572491494362,167.3659104629728,-0.15176085,0.030483078,-0.6265798,-0.90495896
99,175.151540374945,164.34588414064282,-0.156965,0.019836307,-0.5970679,-0.93678635
100,174.2538118361277,160.7052133843026,-0.15927391,0.011026061,-0.5921884,-0.95137876
101,171.97737585487013,157.81708099626644,-0.16036117,0.009939855,-0.59009176,-0.94809836
102,169.05859525971874,156.7767571125933,-0.15776649,0.002867289,-0.56464523,-0.96742564
103,166.3943712601599,157.7328919619757,-0.15469734,0.00081815646,-0.5518973,-0.972267
104,165.03311860723267,159.05128229757696,-0.14467831,-0.025823442,-0.49572957,-1.0264084
105,165.267112992066,158.80044990573907,-0.14436507,-0.011973158,-0.46880588,-0.99941254
106,166.26682424420065,156.87376873358252,-0.14758228,-0.0072212643,-0.50228536,-0.9918093
107,166.92641743861765,154.40319042309366,-0.1413174,-0.0029148927,-0.4932587,-0.99847245
108,166.81878363045487,152.0237670870426,-0.14045233,0.0010839434,-0.49589458,-0.9882672
109,166.3974159886215,149.91119361661586,-0.13827637,0.0036586705,-0.48616764,-0.929819
110,166.33240269583047,148.549782907587,-0.14516862,0.0037804414,-0.513176,-0.9506457
111,166.83912386585368,148.29698228508624,-0.14528497,0.010781957,-0.51579106,-0.9470361
112,167.5469222889524,148.74611201647048,-0.14130592,0.011286664,-0.50891656,-0.9215278
113,167.69791592541497,149.1587014375372,-0.14200842,0.013083015,-0.516478,-0.9136987
114,166.86220329294824,149.25820212027185,-0.13975592,0.02045491,-0.5875593,-0.91798246
115,165.58418533228482,149.64412452734732,-0.13821854,0.016728286,-0.6203776,-0.916627
116,164.866769982959,151.4125252063711,-0.13978666,0.02070714,-0.62508184,-0.9208669
117,165.16630101770988,154.84555063770054,-0.13721327,0.018888235,-0.6287675,-0.9182928
118,166.14950491660326,158.67282723712765,-0.13909929,0.024356086,-0.63869834,-0.9106821
119,167.1555366396004,161.13957243544672,-0.14342834,0.026703283,-0.64155185,-0.90774703
120,167.79209023437397,161.74315308716294,-0.14306174,0.020371545,-0.6459794,-0.90754354
121,168.1849680568482,161.72664980943736,-0.14797804,0.022815118,-0.65365773,-0.90286833
122,168.53990549622952,162.61128722256558,-0.15001817,0.022776274,-0.6536673,-0.90168905
123,168.6900074077884,164.42675997016892,-0.14566225,0.021205142,-0.6666775,-0.8986595
124,168.5068747956064,165.9542831026116,-0.12582666,0.011627487,-0.5721567,-0.91290617
125,168.26571994998014,166.25173503588542,-0.14058955,0.0050609154,-0.6209084,-0.98229
126,168.06988638737343,165.14480765027457,-0.13484341,0.00742678,-0.6100387,-0.974185
127,167.57863009567708,162.7091398420028,-0.133071,0.025336301,-0.632118,-0.9534161
128,166.7627749998443,159.5409270556331,-0.14482525,0.022986416,-0.6642453,-0.9310609
129,166.26614880802805,157.50712010689733,-0.1538155,0.024079315,-0.67829204,-0.92175096
130,166.57916461764307,158.37543081631085,-0.1606699,0.02960816,-0.6751066,-0.91500515
131,167.37307142234093,161.4163323026551,-0.16076155,0.030487144,-0.6728751,-0.9122001
132,168.0483350762146,164.10942215340583,-0.16003975,0.029895049,-0.67059463,-0.9109323
133,168.54767385287667,165.0699570080418,-0.1587476,0.026385002,-0.6648157,-0.9090988
134,169.2419554797911,164.97111587047343,-0.15264508,0.018025698,-0.6619632,-0.9186773
135,170.16549609046018,165.20853458433643,-0.15311544,0.024896232,-0.657811,-0.91112727
136,170.75189640261215,166.7462338339957,-0.1557393,0.032780003,-0.66116744,-0.8991662
137,170.40450091424734,169.48068460391494,-0.1746068,-0.00137878,-0.6578039,-1.0340698
138,169.0923879206297,171.77499387431794,-0.16132209,0.002559504,-0.6117179,-1.0078875
139,167.53562440636082,171.56510496565275,-0.15891685,0.008405344,-0.6503427,-0.97007066
140,166.9314305700061,168.85181176671645,-0.15700607,0.024884034,-0.6576718,-0.91899973
141,167.94243066614143,166.15028071115955,-0.15610704,0.029745463,-0.6527597,-0.9031791
142,170.02514166841502,165.61748510031973,-0.16226904,0.013576638,-0.6210784,-0.9498704
143,172.33859215182179,166.70567171029666,-0.16160923,0.014670602,-0.62069464,-0.9494585
144,174.50434488389584,167.35254971079297,-0.1533907,0.0061571174,-0.6077913,-0.93406004
145,175.98222131111376,166.553289522834,-0.15598883,0.007833459,-0.65024775,-0.92631483
146,176.0492380997515,165.1482043666821,-0.15478283,0.007846906,-0.6523173,-0.9217698
147,174.67626686610726,164.2559432584237,-0.1532146,0.015413572,-0.66227794,-0.94401044
148,172.47831673238034,163.4952290575747,-0.14984131,0.014924476,-0.6603258,-0.9429196
149,170.19171748057454,161.8660561552473,-0.13147615,0.007237277,-0.6188692,-0.95168024
150,168.70088710747862,159.7914980952189,-0.11619707,0.00066624256,-0.5428364,-0.9865141
151,168.61684165643155,158.431950165322,-0.110684596,0.0048251734,-0.57313246,-0.95803124
152,169.25434134913618,157.8567435393261,-0.11225587,0.01779784,-0.60409725,-0.91221404
153,169.01892552908103,157.15063949413536,-0.100514926,0.015987115,-0.5677142,-0.90910417
154,167.31423361370446,154.94587158386187,-0.07449672,0.0089435605,-0.5249704,-0.9234114
155,165.36216005027154,150.24342703208893,-0.070051074,0.007424417,-0.52357024,-0.93082225
156,165.0584587927479,144.7211169830185,-0.093167126,0.030732717,-0.52272904,-0.9188862
157,167.20199884079975,142.48033034012295,0.089414604,-0.004311424,-0.24171512,-0.93020976
158,170.64316526254487,145.04716682627048,-0.017705318,0.013029929,-0.45792347,-0.91940856
159,173.38580567633733,148.97677110189542,-0.048624918,0.028515527,-0.4738574,-0.9180892
160,174.2332009094794,150.5190655263327,-0.042586233,0.028148377,-0.40212086,-0.9493796
161,173.13056102904153,150.0801566087591,-0.103721745,0.036626797,-0.5235889,-0.9370383
162,170.94570949864533,150.89251662686542,-0.1080324,0.032835536,-0.51388913,-0.93425757
163,168.9907312967408,155.272693511778,-0.12403465,0.029585272,-0.53396595,-0.93481755
164,167.99175456027294,162.2349003163203,-0.112181336,0.022412697,-0.54110765,-0.9289624
165,167.6363248006153,167.21479454375137,-0.111211374,0.01918297,-0.5330722,-0.9324043
166,167.21449409514443,165.57112158313072,-0.10281068,0.015180905,-0.47849536,-0.94214666
167,166.4504391752126,157.8758510017083,-0.10112178,0.010560641,-0.471967,-0.94452447
168,165.60511197907144,149.4131193614033,-0.097118616,0.01060282,-0.4621293,-0.9459601
169,165.05931878175326,144.51037218073012,-0.085158944,0.012144534,-0.4230821,-0.9480617
170,165.08391715624,143.60026310992194,-0.0916026,0.021086939,-0.40554047,-0.9646053
171,165.72893360313554,144.51013120923471,-0.08002296,0.01614361,-0.30227044,-0.98248255
172,166.64109388074573,145.09210614834046,-0.093599245,0.018215464,-0.4036793,-0.9765983
173,167.1618294078481,145.2385474739751,-0.085974105,0.021980844,-0.40602967,-0.9752941
174,166.8273942582213,146.25846114685487,-0.100291535,0.02242573,-0.44364056,-0.97183263
175,165.7677043245664,148.23108701807718,-0.09794055,0.022171624,-0.42084974,-0.9739113
176,164.54648116593947,149.30660928416444,-0.1052145,0.02398421,-0.4529775,-0.9728197
177,163.65149726806655,148.00124518344848,-0.10236118,0.021899892,-0.4347685,-0.97440374
178,163.26572067941655,145.88318495632504,-0.11488622,0.027068043,-0.46202478,-0.97641915
179,163.45935004817647,146.9465489672645,-0.1301534,0.029055862,-0.46651438,-0.97836477
180,164.33305679310388,153.1523411748515,-0.12666032,0.033591066,-0.47150898,-0.97739935
181,165.80488877790458,162.06739918966,-0.12694515,0.031276762,-0.47346184,-0.97768694
182,167.3624651324598,169.2576017489825,-0.13203721,0.031057946,-0.47631517,-0.97867787
183,168.31112189551573,171.70807506822626,-0.13531768,0.028543083,-0.48172405,-0.97728324
184,168.2732128196064,169.34213284922012,-0.13386229,0.030902361,-0.48551312,-0.97666234
185,167.35005894472206,164.19057390771562,-0.13267694,0.030707002,-0.4817149,-0.97645944
186,166.01921906710348,159.03485571723476,-0.13836516,0.03145553,-0.48916742,-0.976324
187,164.82401305665016,155.7898018850592,-0.13255866,0.029008092,-0.48275054,-0.97752446
188,163.9402774718033,153.97144994000251,-0.13282895,0.028558563,-0.48440924,-0.97730905
189,163.23867740831375,152.18758045508335,-0.1340627,0.028508088,-0.48630145,-0.9773493
190,162.6970410008407,150.53561559338718,-0.12814456,0.029434595,-0.4808846,-0.9786389
191,162.4482412692664,150.05952068913294,-0.13105044,0.029108986,-0.4828008,-0.9783376
192,162.55341239022394,151.02920415706402,-0.1317593,0.029715514,-0.4838408,-0.9780897
193,162.84948783726355,152.48782454253762,-0.1318653,0.031760007,-0.48413336,-0.9776364
194,163.0251005624985,153.47350327873494,-0.13340148,0.03191382,-0.4853165,-0.9764892
195,162.92247894459496,154.51586018398942,-0.13535787,0.030893944,-0.49113104,-0.97356415
196,162.6796464931692,156.47845824491415,-0.13713963,0.0346672,-0.49243522,-0.9737373
197,162.57513017595443,158.6129263243588,-0.13874342,0.034414995,-0.4873697,-0.97497416
198,162.88020185453246,160.08166495422188,-0.14096823,0.03414948,-0.48486245,-0.97540915
199,163.76301656260765,161.93423495732222,-0.14312339,0.04102923,-0.48572037,-0.97639626
200,165.16813976229366,165.53382368000456,-0.14197077,0.039105874,-0.47934508,-0.9776474
201,166.83043040867366,170.32542406001912,-0.1433146,0.042510383,-0.48284775,-0.9761572
202,168.4735790240424,174.48604114723653,-0.14538665,0.03689355,-0.48093098,-0.9756204
203,169.91202609675508,176.97669601775993,-0.1414259,0.03569856,-0.4899964,-0.9723831
204,170.95975907913842,177.86129638723597,-0.11726724,0.026853435,-0.4650534,-0.9717998
205,171.4886723141198,177.42356780132818,-0.118538454,0.026574666,-0.46013707,-0.97082615
206,171.6554694219726,176.1713177011517,-0.12954369,0.019608844,-0.46830097,-0.9679779
207,171.818325716306,175.01317877683695,-0.11311129,0.017409401,-0.45244676,-0.9698374
208,172.1271985951359,174.51320305184123,-0.114869624,0.01791873,-0.45412895,-0.9682721
209,172.44830952133265,174.57941828095537,-0.110415146,0.01936851,-0.4488004,-0.96747535
210,172.72270520069188,175.06230173708715,-0.10118219,0.02045302,-0.43722203,-0.9658198
211,173.05415286716874,175.83119624737458,-0.103425644,0.02921653,-0.4418369,-0.96643597
212,173.4212357089588,176.57698532219274,-0.107977875,0.02750876,-0.45213845,-0.9654686
213,173.6067958689908,177.1117227159908,-0.10838174,0.027527992,-0.45483226,-0.9646711
214,173.39210027866042,177.1740173186796,-0.10642385,0.022799805,-0.44569668,-0.9665828
215,172.53585721192758,175.49680112102817,-0.10807085,0.026039712,-0.4482452,-0.96660554
216,170.80323396991716,170.74467720836603,-0.11215875,0.02813226,-0.45306453,-0.96510404
217,168.50192766128032,164.62772079172402,-0.10910113,0.02938254,-0.45216432,-0.9648039
218,166.60685885076654,161.14759399217542,-0.109789744,0.031031298,-0.45396608,-0.96447295
219,165.89615508215869,161.5671460137515,-0.10711147,0.03610166,-0.45817053,-0.9605488
220,166.3193411945344,163.5036450326239,-0.1025076,0.030250069,-0.45560417,-0.9617493
221,167.317929099787,164.83365247115157,-0.11008672,0.032274943,-0.4665303,-0.95930606
222,168.39916035752867,165.80941545787482,-0.11318331,0.028043775,-0.46183044,-0.9603797
223,169.32286528294944,167.5277874095483,-0.11605954,0.025882415,-0.45660406,-0.9619794
224,169.95735375909715,170.0416508284386,-0.11766617,0.026956568,-0.4557994,-0.96241385
225,170.220801862918,172.66840496201448,-0.118566856,0.026985424,-0.45579886,-0.96194714
226,170.1937079934437,174.95227596879653,-0.118237585,0.026360482,-0.45801994,-0.9601844
227,170.08925634667807,176.48095574857413,-0.11528883,0.026020639,-0.43134737,-0.9601967
228,169.9946089652014,176.17938482857136,-0.10974112,0.030262131,-0.44474784,-0.9606945
229,169.72162411686668,173.00305648807273,-0.111303784,0.030140853,-0.45248654,-0.9583663
230,169.0627960925383,168.0283928598747,-0.11271228,0.03010029,-0.43407485,-0.9582327
231,168.0071053889848,163.83434229014395,-0.11427672,0.03371721,-0.45320812,-0.9595835
232,166.61163754504648,161.2863704056012,-0.12407564,0.030516155,-0.4628524,-0.95810604
233,165.2174199680156,159.71868860688113,-0.114316896,0.025804125,-0.46143058,-0.9619853
234,164.75182599887324,159.8936964645903,-0.11424492,0.026292417,-0.47156325,-0.9602626
235,166.0458305487111,163.66157122494275,-0.11520256,0.029478874,-0.48382246,-0.95603323
236,168.7417312204981,170.59626748416676,-0.107857965,0.025864886,-0.47501656,-0.95885634
237,171.25973139843762,176.92838375857534,-0.11183658,0.025676984,-0.44291157,-0.96006805
238,172.01372711949273,178.57159258960678,-0.105320394,0.010407658,-0.44490388,-0.9646907
239,170.7717231907778,175.01549523209584,-0.10326531,0.015836628,-0.43846098,-0.9634313
240,168.9281039840808,169.94697814104762,-0.0990929,0.01694577,-0.42382762,-0.9657201
241,168.08338874202548,167.31010447437012,-0.09764259,0.018103743,-0.42246,-0.96799856
242,168.31522032051973,167.2775385857889,-0.055116344,0.00838974,-0.32569727,-0.9837473
243,168.13003469525216,166.92305811697167,-0.088593036,0.007320772,-0.4084477,-0.9801568
244,166.049074326018,163.72472669537538,-0.08349578,0.00020126194,-0.3716286,-0.977907
245,162.8137916105162,158.58698584292003,-0.112951905,0.0038743413,-0.43197846,-0.97586435
246,161.45158051458554,155.71749547085795,-0.109604225,0.005575726,-0.42352322,-0.9747569
247,163.70478638893817,157.95256281119518,-0.11432738,0.009038673,-0.45544916,-0.9742461
248,167.710751865435,163.24284190358668,-0.10798847,0.009824279,-0.41626626,-0.97317773
249,170.39919968658828,167.11864740686244,-0.10823114,0.015762148,-0.44137424,-0.9738836
250,170.61683342610146,166.86958762182536,-0.10956222,0.019360686,-0.45845923,-0.97073203
251,169.30875491178375,163.43013841695657,-0.11231156,0.023624081,-0.4726368,-0.971749
252,167.98164705557377,160.44740858462657,-0.12729426,0.024790999,-0.48269868,-0.9679041
253,167.50489202132218,160.53916217229013,-0.12604386,0.022981597,-0.47801936,-0.971446
254,167.8970554062925,162.9637109401748,-0.12011672,0.016762866,-0.4306223,-0.9725184
255,168.81260102559136,165.5364187040232,-0.1149365,0.017809046,-0.454818,-0.9714658
256,169.90552720453593,167.05154870253435,-0.11514876,0.02073203,-0.45937496,-0.97086185
257,170.90518855527225,168.01324182796841,-0.10602094,0.023698028,-0.4538274,-0.97214043
258,171.58956547012502,169.7930694771501,-0.11302449,0.017280042,-0.42426538,-0.9654936
259,171.6249352902713,171.72490449567462,-0.11689364,0.028155984,-0.45522174,-0.9664818
260,170.8840829000605,170.57268646522246,-0.12098111,0.02416742,-0.46378684,-0.9642226
261,170.22140728110423,166.01052295862493,-0.09012531,0.007523541,-0.34001982,-0.9852258
262,171.14768084589662,162.94697649036112,-0.09713004,0.0115172,-0.43261892,-0.9731944
263,174.1538196186887,164.13301233879872,-0.11391096,0.018920152,-0.48739532,-0.96368223
264,177.79804704173526,165.93867139429545,-0.1398482,0.023840686,-0.5447371,-0.94202846
265,179.92658805138066,165.514303859229,-0.14043377,0.03037374,-0.5538161,-0.92078197
266,179.66778767068922,165.66173154134836,-0.16837281,0.037199516,-0.6716898,-0.9149618
267,177.8799086718663,169.052052668655,-0.2003208,0.042285036,-0.71242553,-0.92459446
268,175.97017598944754,173.3771372476191,-0.236125,0.039538827,-0.8070536,-0.89004356
271,174.5283978293625,174.70096587628495,-0.034795795,0.038830087,0.9169275,0.04956078
272,172.01176553924086,170.27645644471315,-0.048808567,0.026374036,0.8886144,0.039885126
273,165.68479819126145,157.97457505679424,-0.11978546,0.05655802,0.8216624,0.1687242
278,156.860732327809,140.9086163609065,-0.0009942562,0.0059115714,-0.9693018,0.07190906
279,152.64398041573332,131.26639076803002,0.0028363501,-0.01594716,-0.9452485,0.031825714
280,157.8137404455768,138.95749131930233,-0.003972969,-0.0047111628,-0.98793364,0.04620208
281,168.12872597859428,158.1280752521071,-0.006557031,0.001232119,-0.9992477,0.065644234
282,175.4438900196061,173.62352635377576,-0.0064802407,0.009350404,-0.9816,0.07851216
283,176.29352251202008,177.36612807424902,0.010235504,0.007236049,-1.0002179,0.083805725
284,173.33902162246773,173.0164778848057,0.005953571,0.008294654,-1.0068936,0.08357806
285,170.92908069393275,168.44322351952977,0.0030638198,0.0047813533,-0.99239606,0.075431585
286,170.9270015270384,167.63141996350674,0.0003209876,0.018376397,-0.9830657,0.09169296
287,172.2100992421753,169.1700807004234,-0.0044213845,0.008871322,-0.98972833,0.070130154
288,173.14912239161833,170.24798152466937,0.009594992,0.029807594,-0.97267544,0.11673664
289,173.45590288884893,170.16394643357097,-0.0076449043,-0.0035857211,-0.98056096,0.09530264
290,173.45937830396974,169.85234239756878,0.005554379,0.0028833624,-0.96604145,0.1349123
291,173.16444084132294,169.90796679553364,-8.979201e-06,0.012696591,-0.97085255,0.13831612
292,172.69293745092136,170.12234939723572,0.0036016142,0.025149425,-0.9659039,0.18951283
293,172.55215557626767,170.10926584306563,0.021185894,0.052134294,-0.92715514,0.22798961
294,173.17795243090055,169.850204863904,0.0054438473,0.05776524,-0.9701877,0.23120296
295,174.5288553424131,169.6491775711203,0.006519445,0.061975192,-0.97003263,0.2343999
296,175.94999923260485,169.65762210314932,0.0025963348,0.043910876,-0.9737165,0.21441613
301,176.3213761644302,169.8590305395463,-0.03330299,-0.1381001,0.9178601,-0.3553408
302,174.80962315671928,170.45610463009328,-0.03251534,-0.12116173,0.9713197,-0.3290996
304,171.6210970452015,170.84750934953766,0.010291107,-0.06794803,1.0200016,-0.106198676
307,167.4929160484768,167.302890695624,-0.062349215,-0.082949966,0.94112796,-0.3572725
308,162.8729479744787,155.9112719686757,-0.07017072,-0.109676644,0.9509869,-0.46243012
309,157.75311348772505,141.57127518484435,-0.15663378,-0.11379811,0.77558243,-0.47055042
310,152.33575726644364,136.2542086106892,-0.09190454,-0.10801027,0.90626115,-0.42748055
311,147.85241300126407,143.18927070630238,-0.07877226,-0.11732003,0.9692665,-0.45846224
312,145.13792125574253,152.27111745594172,-0.08886708,-0.04626244,0.9253222,-0.37085226
313,143.37628855180384,154.0599606604888,-0.123081625,-0.004639943,0.87693834,-0.41996396
314,141.97911258166792,150.63449488609342,-0.089577526,-0.04263754,0.8540258,-0.48273206
315,141.76571310279664,150.91623054580808,-0.068835504,-0.015868329,0.85431707,-0.4682212
316,144.29961681506174,158.340641569809,-0.093924634,0.04137922,0.81085205,-0.32734898
317,150.3046314789966,166.6995748906612,-0.18960485,-0.04067387,0.6647208,-0.75260967
318,157.70518125428916,169.13825758881273,-0.18925367,-0.17895944,0.6930951,-1.0034512
319,163.59288977697574,166.5021973772713,-0.34830704,-0.22829872,0.3838499,-1.2576013
320,166.66831267211307,163.96708433062105,-0.69638455,-0.51405096,-0.22636622,-2.2623827
321,166.2164232491872,163.68208228294438,-0.47740448,-0.25440723,0.07733712,-1.5845138
322,162.91563800063415,163.72607806962708,-0.38094747,-0.28396004,0.13431174,-1.6482017
323,160.0723269753355,162.31612291843464,-0.47908375,-0.3585967,-0.45641413,-1.841653
324,160.63048806380164,160.52361152665583,-0.37922952,-0.30343482,-0.2656323,-1.6302445
325,162.50252440251566,158.98956316377934,-0.38042605,-0.3399113,-0.36969995,-1.5080786
326,159.9290125673268,152.05319324418522,-0.4328338,-0.20826839,-0.6429315,-1.3415424
327,153.57584810618516,131.13340240719882,-0.33096403,-0.09524381,-0.48170778,-1.2580508
328,153.00484997340976,103.51171763360654,-0.3384774,-0.11227162,-0.4768905,-1.1244715
329,163.01729805590043,95.2451445916233,-0.32888207,-0.092045546,-0.39249083,-1.0940318
330,176.2712951500871,117.9239141622962,-0.377334,-0.07868262,-0.3681917,-1.0422231
331,183.33493773041184,151.0988025798883,-0.26959866,-0.06959298,0.040525295,-1.0190467
332,182.50826021508732,168.43176181199667,-0.22289962,-0.06340351,0.13720438,-0.9917766
333,178.24582881517765,163.98761258212969,-0.28394032,-0.06273228,-0.06255725,-0.9658965
334,174.8479637996708,150.3989077944577,-0.33020562,-0.058306415,-0.14110842,-0.97712374
335,172.51176243677764,142.18304723542602,-0.3180161,-0.042172365,-0.113958925,-0.8886967
336,166.52741468346335,144.49167088793448,-0.33864072,-0.01754231,-0.11458692,-0.8649639
337,149.4943621992298,153.54011352228733,-0.35691372,0.007922858,-0.12103396,-0.74477243
338,119.42734103505636,162.30173401829566,-0.320636,0.034468483,-0.06285543,-0.7692637
339,91.94948045609537,165.40445596866346,-0.4601007,-0.040465653,-0.29477102,-0.98384154
340,93.05334144046186,162.43766215899396,-0.4773132,-0.13673759,-0.3526657,-1.2093142
341,127.60131225845348,158.06726994105352,-0.4363725,-0.13648611,-0.28076407,-1.2281213
342,169.8464851298123,157.3905615916803,-0.4599716,-0.08093028,-0.43991482,-1.2436808
343,192.44545083672116,161.4763663676705,-0.3828179,-0.032435976,-0.3884911,-1.1519349
344,191.13346623213928,167.7116453171628,-0.32762378,-0.017306674,-0.35001427,-1.0576324
345,179.73979570341075,173.05050077162804,-0.2978353,-0.0028535738,-0.340575,-1.0527968
346,172.02646278109168,172.73896357433935,-0.31297234,-0.006016659,-0.4309761,-1.0736568
347,171.81083607123148,155.05333163216142,-0.30629623,-0.0051510744,-0.41259155,-1.051482
348,175.09036762440056,112.16080963633546,-0.3825727,-0.018575171,-0.5454524,-1.1263361
349,176.6165397687394,60.94229115084767,-0.46815586,-0.022786733,-0.73659956,-1.128688
350,174.5592876370933,32.746203383418184,-0.44842947,-0.018686352,-0.65556335,-1.1078337
351,170.96799115258642,41.72723490329363,-0.3102197,-0.050511982,-0.4440971,-1.057118
352,169.14970339228134,78.39726368275791,-0.2934225,-0.04845985,-0.3576885,-1.0152731
353,170.46118779696647,124.06842939416796,-0.29421178,-0.03828103,-0.14744604,-0.9535548
354,172.64835040645931,160.3387887920556,-0.16148694,-0.06505643,0.24868943,-0.94534177
355,171.36475209813892,175.35198404374583,-0.20808713,-0.062451664,0.19998816,-0.90881443
356,164.9245627965497,169.53017895831277,-0.31765378,-0.07046471,0.10857958,-0.89161724
357,158.111356924778,153.01726178358922,-0.16919984,-0.012995816,0.45538694,-0.6846432
358,158.1874261953646,136.54449455811593,-0.26498395,-0.03802673,0.3528185,-0.6771592
359,165.83209437155818,125.71063392652431,-0.26625976,-0.023780448,0.35463384,-0.75247324
360,173.39729194181703,120.88632257775855,-0.20438568,-0.028533855,0.5037162,-0.7462466
361,172.3170682665693,119.3667804197489,-0.20295395,0.0026504642,0.47081882,-0.6669649
362,157.28039636927153,119.16723839822924,-0.24164782,0.022095839,0.34390214,-0.6539932
363,125.43190571920468,121.38666413568878,-0.30210212,0.03202458,0.18487929,-0.61856717
364,85.99985716751955,127.51095918001559,-0.21561886,0.03625797,0.44404736,-0.6188239
365,67.07064423005617,136.07512485106906,-0.17774226,0.019298468,0.41471896,-0.6675453
