frame,right_knee_angle,left_knee_angle,right_hip_x,right_hip_y,right_shoulder_x,right_shoulder_y,right_knee_filtered,left_knee_filtered
5625,125.85817402973441,74.18402549576793,219.6971321105957,228.7961196899414,265.43079376220703,153.3656108379364,140.58398854219502,110.75715237069114
5626,73.93538921578242,69.4923254314764,211.12607955932617,228.49045515060425,264.3098449707031,156.87939047813416,133.94788626242857,96.65819084533234
5628,128.57545103563257,106.91611264979691,425.5984878540039,98.57799410820007,346.85630798339844,105.02297759056091,127.78685384724905,83.69004385724725
5629,117.43843261913732,112.57720553078902,410.65563201904297,98.57413172721863,333.15895080566406,107.52986669540405,116.64708604860537,78.5452324524986
5630,144.2725352671303,142.85717008901392,385.4214096069336,98.57071995735168,315.8231544494629,112.02718019485474,108.5617093373885,86.6439542562617
5632,56.895404660739416,45.231591195200394,353.88458251953125,104.55618739128113,269.55413818359375,122.75460004806519,110.7495313021182,103.89002393963654
5633,56.09566693503516,62.126859175386244,336.26976013183594,110.09921908378601,251.56591415405273,129.735027551651,113.54564303850756,113.46354262857042
5634,94.1500802857819,95.84264651508997,317.65249252319336,115.0991678237915,242.4880599975586,135.11590361595154,102.35338513443531,102.06854348633259
5635,51.17662630415389,37.622521227163524,304.7390365600586,117.37370252609253,230.35612106323242,137.56078004837036,80.41458310297148,78.37942870364509
5636,66.15514765912623,49.527019106436306,289.32674407958984,127.2021210193634,215.06175994873047,149.65662002563477,63.70250555627713,60.431538061843334
5637,77.47636570828743,83.9444195157482,274.9800109863281,129.0539288520813,205.17269134521484,150.8555030822754,59.3493487693531,53.71486732268591
5638,115.47127775146599,96.1846503531269,250.07997512817383,129.72041487693787,178.18632125854492,146.22138619422913,64.58168901826767,56.066498334944846
5639,114.72271606247836,85.91468234762634,239.3716812133789,133.67104053497314,170.72643280029297,145.50976395606995,77.23921507159982,67.0093594735904
5640,112.41759221344918,98.93766026688081,219.24678802490234,137.17528223991394,152.1601676940918,148.16752195358276,95.12244812251745,82.53204951561167
5641,178.32108889314412,164.505738918697,197.24384307861328,146.5113651752472,132.83300399780273,160.56544303894043,113.19659438710599,96.39165160813049
5642,159.24404992655948,156.11274736851678,185.01628875732422,154.98828291893005,119.36277389526367,171.99443221092224,129.60976047688536,110.2573358633454
5645,53.56499624148336,28.678129644230783,187.65737533569336,150.84601879119873,98.4212875366211,186.07359409332275,143.5075620937251,126.26053898338486
5646,38.10924284151707,40.84178813326766,188.49958419799805,154.0091586112976,119.93819236755371,177.6929783821106,142.66732895791745,129.88263385256946
5674,166.33256337095997,175.10520072512514,312.68945693969727,160.63299179077148,301.9319725036621,133.0248212814331,117.08292800381946,108.00866023899175
5675,164.29064866196137,170.23315196928806,315.83282470703125,159.4245171546936,304.9310302734375,132.60742664337158,88.07465778394291,83.04886948622355
5676,173.44304036320145,162.96173763347767,322.1147155761719,159.37674164772034,311.0520362854004,130.55118083953857,91.25024676314649,91.72681198388734
5677,176.89741666524208,162.64994464531733,323.02879333496094,158.147292137146,310.68918228149414,129.9170422554016,129.7636846006558,133.4379590006618
5678,178.07294182160132,163.41162829504003,323.4761428833008,158.19830775260925,310.4091262817383,129.28433060646057,172.63083756042877,172.95232763402015
5679,174.94535458917278,165.5831149041477,323.0155944824219,157.8208887577057,312.2977638244629,127.68710732460022,193.17484087459167,185.3106120484184
5680,170.0074998436805,168.45960659922818,321.9153594970703,157.7214002609253,312.28933334350586,127.15387344360352,189.95222703670873,175.58111821381942
5681,164.29442725178717,167.24443404267072,320.59547424316406,157.72615313529968,311.4888572692871,126.57841086387634,177.02798730640325,162.8253196930375
5682,177.30611473361984,169.05644948520828,315.4751968383789,156.96857929229736,309.122371673584,126.66017532348633,167.1987873779477,159.08349023683974
5683,177.3825649633361,170.05136247431358,311.1396789550781,155.89989066123962,303.9323425292969,126.52551770210266,165.23305772863708,163.50101845852237
5684,171.6659197201081,169.78932581102637,306.931095123291,156.08511328697205,298.0617141723633,126.68004512786865,169.4603787422958,169.3711402357381
5685,173.1830211373374,170.43455279425416,298.92480850219727,153.3853304386139,291.5302085876465,126.59412860870361,174.82696004962403,172.14403852435163
5686,174.13999663969787,169.24501042067018,293.4421920776367,154.4909691810608,284.8777389526367,127.86182641983032,176.94921436686823,171.6746483610997
5687,173.29437420623728,170.27253865532595,287.95446395874023,152.63279914855957,279.2307662963867,127.8753662109375,175.55486285706462,170.08881680390573
5688,174.77367602580918,175.1433089726227,283.2832908630371,149.41112279891968,273.0912399291992,127.12944388389587,173.36792235967727,169.2879451129965
5689,174.77702833735563,175.37755410528527,279.89145278930664,152.41447806358337,271.195011138916,126.90277576446533,172.5803257502766,170.12005178746477
5690,174.37511870774958,166.3740180984915,280.25390625,152.7259361743927,271.58334732055664,126.65882349014282,173.33889351801685,172.11169060941964
5691,177.88390529522357,167.13760382189983,279.20080184936523,153.78594517707825,272.0951271057129,126.70791864395142,174.6082518960088,173.30309586042696
5692,171.36542336583196,169.71460072086253,276.08211517333984,158.09611558914185,269.54349517822266,127.67695784568787,175.49311084818694,172.0398956349894
5693,171.56525953229504,174.16585344963073,274.93579864501953,157.86348223686218,266.6107177734375,123.46840023994446,175.49146319626405,169.41086463907678
5694,171.96686042040872,172.31477799461675,271.779842376709,161.76680445671082,266.49974822998047,122.26298332214355,174.36077013702356,168.26751540314015
5695,174.23066037563427,176.42844162299068,269.99454498291016,159.82385516166687,265.8744239807129,121.5221893787384,172.67946742573056,169.85957797789197
5696,179.27246004226683,178.24608213180235,268.4209632873535,153.10814023017883,264.98449325561523,115.64888119697571,171.88215370454463,172.9523333629266
5697,176.53742503603434,170.8235707341928,267.5162124633789,145.5172312259674,264.0388488769531,113.40322852134705,173.02151692542165,175.6457426433454
5698,176.46747068091634,176.4680475829055,259.24312591552734,147.13451743125916,261.29642486572266,113.35285663604736,175.5332577676916,176.65479901526095
5699,174.1301752573834,172.28292057350143,255.63716888427734,149.19955015182495,260.3221130371094,112.29806184768677,177.53141497404516,175.84384481335817
5700,179.40886240312201,148.7794024848729,251.09943389892578,149.95684504508972,256.112003326416,112.41352558135986,177.7384438965666,173.65394734690224
