frame,right_knee_angle,left_knee_angle,right_hip_x,right_hip_y,right_shoulder_x,right_shoulder_y,right_knee_filtered,left_knee_filtered
37,151.50722354045942,115.66766961519154,275.0811767578125,198.12355756759644,292.85030364990234,175.28762698173523,151.42576281470411,121.80319521955576
38,151.9083436812032,114.07234741108428,275.1021194458008,198.69621992111206,292.64917373657227,175.00818371772766,151.53957859385235,116.4292702238741
39,153.47049114090905,111.78496219564221,275.12277603149414,202.88522958755493,293.5176467895508,176.50237798690796,151.5656476561926,114.00631290548948
40,153.04682940727332,110.77393558256291,275.3218460083008,204.23792123794556,295.87560653686523,176.23162508010864,152.05293628968764,113.30084229222146
41,153.19498238052523,110.67835148399902,275.59560775756836,204.76344108581543,295.7759094238281,177.06617832183838,152.89162731849675,112.3738628857383
42,152.9555674146781,109.53455034919966,275.5747985839844,205.18617868423462,295.92845916748047,176.80779576301575,153.42535530720875,110.99362454333503
43,155.44974187777623,100.50988501708613,275.76467514038086,207.47230052947998,298.0306625366211,176.66329979896545,153.46753161642675,109.53340100255257
44,157.34296361472693,99.59253892759307,276.303768157959,206.93384170532227,297.62989044189453,176.6320037841797,153.770015492727,107.07290138416877
45,160.056579257926,102.34539518128135,276.27981185913086,206.86693668365479,297.65567779541016,175.59123158454895,155.1887277805242,103.13461636508087
46,159.9921942708944,101.85922075088014,276.2461853027344,206.8782877922058,299.27072525024414,175.58831334114075,157.56961735254154,100.00145207118656
47,165.64248149820105,102.37589675254357,277.11334228515625,208.50040197372437,305.32323837280273,175.24676084518433,159.99960336219414,99.93504451500836
48,166.9363617881197,102.98410934230644,277.2885513305664,208.40965747833252,303.3945655822754,175.32419085502625,162.22011241394048,101.82720285972057
49,166.46678176931968,104.46288973639537,277.52197265625,208.1355357170105,302.79150009155273,175.44280886650085,164.60949259480054,103.26274139135616
50,166.15021683141003,104.31397113260034,277.5215148925781,208.03813934326172,302.64612197875977,175.42355060577393,166.64972663532063,103.69330449490111
51,171.57988591675544,105.4499723870667,278.989315032959,207.91786909103394,306.3789367675781,174.42561864852905,167.52009617763576,103.9774447613149
52,172.36538697278667,109.58784348929451,280.63236236572266,205.77287435531616,307.04824447631836,173.78379821777344,168.1157011378221,104.77882467916882
53,171.56655203997576,109.64639563716608,280.20076751708984,205.8080005645752,307.10336685180664,173.05301427841187,169.83629383446512,106.38017826240612
54,172.09857135160868,110.79166963132117,280.11871337890625,205.7182002067566,306.63806915283203,173.08993220329285,171.96696123114887,108.55212610721544
55,174.72734628405385,115.00741506497472,281.89136505126953,203.9974021911621,313.04590225219727,169.2194938659668,172.94357702346613,110.54982679770342
56,175.68812057676772,116.41467513983282,282.1452331542969,203.56305599212646,312.498722076416,169.10893321037292,173.1259673009233,112.27857903820126
57,175.22809960006015,117.08479301867582,282.01297760009766,203.29713106155396,311.80973052978516,169.639892578125,173.8961842867752,114.30861685923863
58,176.01583743129825,117.29656742825242,282.0860290527344,203.4281301498413,311.2015151977539,170.5436360836029,175.22289601785215,116.38723173605109
59,176.13718994973974,120.29286475828991,284.2033004760742,202.8504467010498,316.98022842407227,168.30552577972412,176.06602093574836,117.71308832206805
60,176.60823024267853,121.14719182440845,285.10095596313477,202.6640009880066,315.5548667907715,168.57212662696838,176.18226007971947,118.50310222940611
61,177.0001147037801,122.16264481781792,285.3125,202.59773969650269,315.81111907958984,168.8569986820221,176.1843171350158,119.65260891724294
62,176.817135591813,121.9554393105514,285.432071685791,202.6634645462036,315.93387603759766,169.87057328224182,176.47640345010754,121.18054734373531
63,173.49130758951586,123.51827283691469,285.5506896972656,202.67659664154053,320.79566955566406,167.24244832992554,176.71321592349676,122.3150571101877
64,172.64643234670143,123.74825935253695,285.6672668457031,202.78995752334595,320.15907287597656,165.9245502948761,176.08144519713017,122.8225924267663
65,172.67613736792651,124.27101900620202,285.6998825073242,202.80437707901,319.1404342651367,164.92610335350037,174.37816474199482,123.20529365876442
66,172.42014349203495,123.84456448952615,285.6556701660156,202.93303728103638,319.17694091796875,165.26975870132446,172.6393293161968,123.74409180043791
67,165.02975416707184,125.99733107288117,285.81172943115234,202.96721935272217,318.8004493713379,169.3870997428894,171.61903012341003,124.24638406560955
68,162.98119456825495,126.25033579343105,285.80942153930664,203.54026794433594,318.74380111694336,170.68724155426025,170.13344753670808,124.72931843499099
69,161.92305851656047,125.55227717454316,285.77890396118164,203.76078844070435,318.63759994506836,171.41822934150696,166.8561065883439,125.41357755819287
70,161.63074205595717,125.69150400555434,285.795841217041,203.78868341445923,318.54061126708984,171.5770161151886,162.99672960146833,126.02426930003637
71,149.2702563611553,122.91553201666817,284.58770751953125,205.41858673095703,320.7685089111328,172.64060854911804,160.3142225630849,125.95864759004786
72,145.79659944156222,123.89231403529234,284.4949722290039,205.34226179122925,321.18919372558594,173.41102480888367,157.44733748494397,125.05139877746944
73,143.41868826269538,123.50470260758728,284.26218032836914,205.8007264137268,323.8540267944336,174.47189211845398,152.10639793556385,123.85891163032721
74,142.20297959069174,123.47633456257884,283.7507629394531,206.0139513015747,321.95980072021484,174.14478063583374,145.71755042964125,123.20149858426188
75,133.27798392193466,125.76368383045906,283.7264060974121,207.20201969146729,322.48985290527344,177.53230333328247,141.37973474792676,123.38007044376805
76,130.51799886555096,126.74212479939584,283.6862564086914,207.61061668395996,323.24623107910156,178.09625387191772,138.7058589025341,124.2133766998832
77,129.5628363639708,126.85358144315461,283.60301971435547,207.61072397232056,322.96260833740234,177.6149582862854,135.16745569701013,125.4629722808499
78,129.05975248040284,128.19182343544128,283.5752296447754,207.68865823745728,322.77767181396484,178.11046957969666,130.9258160403771,126.70752879301875
79,118.37338247005675,130.70301551625434,282.3421096801758,209.1100788116455,322.8795623779297,177.94270277023315,127.86815339186546,127.66439187529724
80,114.0406011159206,131.8756684411678,282.0082092285156,209.8721480369568,322.88402557373047,177.62159943580627,125.15494983928457,128.73257251039905
81,115.25245380898478,132.59755248932163,281.78258895874023,209.99072313308716,321.40113830566406,178.31515431404114,120.56790923408043,130.31560924581655
82,114.92322704185719,133.0350926129991,281.66189193725586,209.93813037872314,321.1086654663086,178.14400792121887,115.37934474793205,131.97756468595975
83,88.63484527086989,133.65270604433223,279.86154556274414,212.52105474472046,321.12239837646484,178.19668650627136,111.78457825824252,133.01479555901335
84,83.21808262212198,134.27695297730065,279.6627426147461,213.35125207901,321.21681213378906,178.44868540763855,106.5262882925542,133.40851168002723
85,87.49322786494463,135.22800158066173,279.37198638916016,213.9108681678772,321.1455535888672,178.78301739692688,95.88590620442493,133.7154559782452
86,88.86525717306307,134.99660995566524,279.4520950317383,213.89471054077148,321.39476776123047,178.68016004562378,85.0720792949285,134.30358754146076
87,46.94216873807722,137.037041326589,276.64669036865234,215.97074031829834,318.63046646118164,182.21101999282837,80.26131892889,135.05836549234948
88,55.14433691261575,138.84861758044397,276.99621200561523,216.46757125854492,318.6260414123535,184.95558500289917,75.56487946955609,135.89917153322244
89,56.821367197812506,139.58977240033727,277.1890640258789,217.36748456954956,318.1791114807129,187.2843861579895,63.851932969950525,137.08528309829373
90,56.88894702019642,139.0698369334955,276.78064346313477,217.281653881073,317.5771713256836,186.55261516571045,52.19209574440985,138.551000336855
91,25.292803151174176,140.64848806211853,275.041561126709,219.66660976409912,317.05028533935547,188.76846313476562,48.90941621457104,139.638073909034
92,21.318911269996367,141.22595211599327,275.2986526489258,220.04847049713135,315.80928802490234,182.19597816467285,46.913244745270106,140.08118333207236
93,18.900488579950363,141.38933258114488,275.26988983154297,220.84512948989868,316.1421203613281,184.05155181884766,36.21356507446294,140.41466119776115
94,18.384688157546737,142.12847331795493,275.19445419311523,221.3302230834961,316.4726257324219,186.48150444030762,21.48470458704187,141.02481043500552
95,6.586729198580466,142.93768305079843,272.09529876708984,223.99526596069336,310.6761169433594,187.34174251556396,13.441166486590621,141.72567435907598
96,23.210383813081783,144.09706762749354,270.8744239807129,224.25659894943237,310.46072006225586,187.21518516540527,13.067350112556605,142.37522034823417
97,27.215133016847997,146.3864222636671,271.3252258300781,224.97272729873657,311.22732162475586,187.32970476150513,15.6538798061249,143.20225307661147
98,5.064055881968949,144.98301491348496,270.891056060791,225.2489733695984,310.2572250366211,187.8297758102417,19.04349555450154,144.3875099650914
99,36.88452973159538,145.99548429647433,268.14294815063477,226.43369436264038,301.6880226135254,182.71422386169434,21.131778718106826,145.52893493100675
100,55.13596548110854,148.12613872251114,268.14910888671875,226.82433128356934,298.8712692260742,179.54167485237122,23.05268988711607,146.12344892730022
101,75.50527980448736,149.83187480765008,267.3426818847656,227.05212593078613,298.92568588256836,178.85051250457764,32.978863814311076,146.60847400482746
102,83.90194619507494,152.62242639385246,266.8202590942383,226.89711570739746,298.7478256225586,178.2724106311798,53.90040285414116,147.92298234923015
103,86.82698247089643,144.01832230731188,266.03139877319336,229.45984840393066,298.70595932006836,183.57830286026,76.07856227056024,149.73555597760844
104,125.16112719433197,145.74004896542246,265.4844093322754,230.47292947769165,297.9124450683594,186.60280466079712,90.27645382650955,150.00404286466377
105,110.68494635827406,144.93144161776146,265.13988494873047,230.45754432678223,298.38979721069336,186.08449459075928,99.6222634969645,147.68478028811043
106,149.78197597023959,145.24791110584047,264.49392318725586,230.36443948745728,296.30859375,184.92286205291748,111.47293866272713,144.85191891969046
107,152.15112788053648,151.22110265050304,261.2900924682617,231.76266431808472,288.96081924438477,190.24369955062866,126.94041329632707,144.239074914273
108,152.90735481985672,153.46951851626048,261.7970848083496,234.42899465560913,289.87308502197266,189.35524463653564,142.75141449383685,146.49001659239002
109,159.53113308466754,155.00898388571434,261.9667625427246,234.2602515220642,287.6806640625,188.71990442276,154.20522334495692,150.4010031816881
110,170.0746992903996,155.1269446576835,261.83969497680664,233.58171701431274,286.15976333618164,188.33394527435303,159.08008770057154,153.95105498237638
111,158.05117989140064,165.6980610286017,259.6036720275879,233.51592779159546,285.760498046875,190.06253242492676,161.0338837780831,156.13968645069542
112,160.56933238065673,155.8348178231376,257.4359703063965,232.943115234375,281.82403564453125,189.85984325408936,162.95654550302206,158.01892532821736
113,162.9825545221534,151.59664606632757,256.78600311279297,232.79537916183472,281.774845123291,190.08995532989502,163.17149218338778,159.54419234888167
114,163.51038456207687,149.9637626216813,256.6196823120117,232.53760814666748,281.8194580078125,190.13559579849243,161.67117056568566,158.1048476369154
115,151.5566667265427,145.86246769169395,256.77867889404297,238.61560106277466,282.56195068359375,205.07142305374146,160.7691174239954,153.19409933791297
116,144.99104993718336,145.70869727475028,255.06542205810547,240.19201040267944,278.004207611084,204.34126138687134,159.24645801608412,148.07726408293587
117,144.71803162746482,147.10662758545462,254.7314453125,240.70512771606445,277.00939178466797,205.6074571609497,154.02205667901714,145.4942243138998
118,154.80547599720114,162.70752805972404,255.11831283569336,240.66689014434814,278.0924606323242,204.2010998725891,147.23304761419473,146.20362655357434
119,157.84950604251998,153.16556349199473,255.1587677001953,240.3691005706787,279.23797607421875,206.4263677597046,145.38977369491906,150.3615071082355
120,161.69621899476468,153.16112840242127,254.35693740844727,239.83257293701172,276.700382232666,205.88196516036987,150.86511558190935,155.64879288292283
121,164.07438755687983,151.12625793849165,254.02454376220703,239.3336820602417,272.61362075805664,204.70462560653687,158.86314380708143,157.3735625766696
122,159.57650440355934,146.24634940788863,253.7661361694336,239.24823760986328,273.8767433166504,206.42304182052612,163.6088558474316,154.2064780823517
123,154.05245842815927,152.49370731341142,247.9753875732422,237.47087717056274,269.1672706604004,203.31386804580688,163.36552830240686,149.76501695429187
124,150.283367375485,142.87670917269003,246.3412857055664,238.03568601608276,268.97802352905273,204.09679412841797,159.40466753651182,147.57355076066514
125,146.55774240332158,140.84334451182633,245.60527801513672,239.09788370132446,268.4538269042969,204.24049615859985,153.95126560856477,147.1045943997678
126,146.62570815139253,139.1384123543612,246.0239601135254,239.05481815338135,269.0960693359375,205.9061050415039,149.20878491850146,145.3025506849505
127,145.5464862987466,144.40089033422396,240.0517463684082,237.46143579483032,260.22302627563477,204.98024940490723,146.4531467533133,141.80371310655855
128,149.96910438749248,144.31002024165304,239.28422927856445,237.07738637924194,258.0453872680664,204.94443655014038,145.79999759586082,139.9459186788827
129,146.24927348324837,144.35090004794554,238.95183563232422,237.1117401123047,257.9505920410156,204.84442234039307,146.64912898828055,141.60043447792103
130,146.44283386078752,145.13417988311662,239.17526245117188,236.97359561920166,257.18408584594727,204.79395389556885,147.75088580756423,144.4926586712968
131,145.18347564291318,142.7558532875676,232.4196434020996,237.04895496368408,249.35039520263672,204.74672555923462,147.71037462609357,145.67042105665033
132,148.07309606115695,141.16683239832523,234.14878845214844,237.0669150352478,249.43296432495117,206.2415099143982,146.57125237969845,144.68821776400063
133,152.27265767824147,144.25973470471294,233.59807968139648,236.78444623947144,248.20165634155273,207.9597544670105,146.1284403336539,142.92880451534694
134,155.07360090644897,145.95048113263704,234.23547744750977,237.65530586242676,248.4442901611328,209.06319379806519,148.01110081417315,142.1529591553181
135,146.97222207209626,150.24331911788303,229.4349479675293,236.63458585739136,240.0941276550293,208.63700151443481,151.37580177868116,143.50023637060136
136,150.77628550730012,151.90338838484197,230.52501678466797,235.63605308532715,241.0432243347168,207.11363554000854,153.04820338947638,146.64174035123042
137,144.8707359659528,149.40556336363557,228.36740493774414,235.6275773048401,240.55377960205078,206.5393853187561,151.31244668621676,149.94576000288146
138,152.0224885995343,152.11297842091062,229.13307189941406,234.99180793762207,240.9940528869629,205.88865995407104,148.2925857466035,151.66647699351677
139,139.76896973642712,148.99601070118166,218.8035774230957,234.98929738998413,236.1558723449707,204.66190338134766,146.75784916813808,151.46931724527803
140,138.65592721239534,150.7486543948237,220.93103408813477,234.9117922782898,236.24900817871094,204.6420979499817,145.98417160587104,150.5234906799395
141,135.90393084963625,151.5942402157057,217.85783767700195,235.06575107574463,235.7842254638672,204.63602542877197,143.22037572581388,150.0155478815481
142,140.49870288545074,151.5263955057041,220.39318084716797,234.75107431411743,235.99285125732422,204.64235544204712,138.83559677466062,150.36317565868475
143,141.02580812116915,151.24308677403658,215.85859298706055,233.03815126419067,231.0854721069336,203.38229656219482,136.52382646865294,151.20547821836936
144,142.77292992838537,158.12222165905663,214.46720123291016,233.08136701583862,230.13050079345703,201.68192625045776,138.11497819645587,152.05145892627635
145,144.6752562904498,159.0313502105397,214.20045852661133,233.52088451385498,229.4426727294922,201.93306684494019,141.50305421844328,153.49086494200787
146,145.3812484057111,160.30102069546683,215.38951873779297,233.59607219696045,230.93568801879883,201.5757966041565,143.96858456834912,156.2800619609314
147,148.20261380089042,167.17662303853112,214.2587661743164,233.1575846672058,229.4361114501953,199.36949729919434,145.0981072961102,159.69145274353224
148,147.5265685292821,167.36121261696772,214.43408966064453,232.42199420928955,226.77947998046875,198.5926866531372,146.0033793688809,162.83481556096115
149,145.96999966429465,157.6784600318111,213.45722198486328,232.46036052703857,225.44809341430664,198.90199899673462,147.10193538605392,165.22370425460787
150,148.51173552622723,163.27748127318196,213.6929702758789,232.25520372390747,224.96082305908203,199.14796829223633,147.67562983448747,165.34228919682204
151,150.69067364437424,158.3700366763781,212.04030990600586,231.29465103149414,225.5642318725586,200.13094425201416,147.6541790804775,162.74515720102644
152,149.48652106340492,153.61468577246657,210.34177780151367,230.4040288925171,225.49388885498047,200.1895236968994,148.1595070136785,159.60841246304653
153,147.26699828247138,153.5527286490828,209.86875534057617,230.01221179962158,225.3411865234375,200.24552822113037,149.32336074736563,157.20253276459817
154,146.15138863128635,151.56506210811557,209.62871551513672,229.11993741989136,223.78961563110352,198.0192732810974,149.59110879155998,154.8889826173941
155,149.60143510892732,146.59302306388096,209.12738800048828,225.95415830612183,223.4478759765625,194.0465784072876,148.3116933682738,152.48675902077485
156,151.7733518183797,145.25410444146837,209.21663284301758,226.31945371627808,222.47272491455078,194.0896439552307,147.2889503793872,150.05870618079186
157,154.4302726035203,147.05456047325202,208.53172302246094,226.25274181365967,222.41397857666016,193.79470825195312,148.55437794987657,147.51449530368626
158,156.24976340224342,147.28192623880997,208.7332534790039,225.88594436645508,221.9064712524414,193.9311146736145,151.77547880505492,145.7593671682706
159,157.38273267301113,147.9086377029419,209.88435745239258,224.77696895599365,225.76560974121094,193.41982126235962,154.98574521025813,145.83919208224378
160,157.1497516991438,146.24310703034928,210.12893676757812,225.05364418029785,225.54716110229492,192.22347021102905,156.87320712917744,147.0792871668794
161,157.12961791081202,147.4370355399076,209.96257781982422,224.69894886016846,225.56095123291016,190.71574687957764,157.45188157183955,147.7975656418425
162,156.25484071812755,144.71847684000355,210.00080108642578,224.86960172653198,225.68599700927734,190.4762363433838,157.29669458631813,147.34121855677031
163,156.32392457021925,150.5462188170616,212.49374389648438,224.81331825256348,231.81270599365234,189.38537120819092,156.87389861047654,146.5375014119279
164,153.2022846538604,149.13610144582907,213.80577087402344,224.64298725128174,230.5325698852539,189.3390655517578,156.30597222124197,146.71834252429431
165,151.00369568478578,156.74032415630936,215.82355499267578,224.69892740249634,235.04596710205078,189.6028232574463,155.27480929458684,148.5706701198242
166,148.30644152423835,158.79199712173158,215.30345916748047,224.73070621490479,234.3952751159668,191.47652864456177,153.34627885847695,151.84093379178745
167,153.5393028431975,154.64010939490487,216.8580436706543,224.42059993743896,236.9901466369629,187.31627225875854,150.99637693354774,155.5192596876147
168,154.92433277284695,135.18199996401663,217.78865814208984,223.86566162109375,235.97087860107422,186.58759117126465,150.02923503317015,156.74989401160556
169,157.34381764404196,147.92196812419968,218.71681213378906,223.86040449142456,235.21249771118164,185.43314695358276,151.77783511009557,152.2966721923659
170,155.27133895286175,132.51953406529063,218.80237579345703,223.69030952453613,234.97373580932617,185.7400131225586,155.0226561634937,144.0902899325603
171,155.83592485370892,131.34061435108447,220.38396835327148,223.62366199493408,234.70348358154297,185.83904027938843,157.08371602813696,137.6310751405862
172,157.1220081756149,147.49772419589576,221.69147491455078,224.77636814117432,234.53802108764648,185.16597747802734,156.93901086793755,135.00443518415727
173,152.6451496844858,155.65295240819816,221.16933822631836,224.7496747970581,233.59136581420898,185.43076515197754,155.87987683149169,136.76177337935474
174,152.60980404267008,153.32847885545755,220.93446731567383,224.52192306518555,233.7900733947754,184.47104930877686,154.96099307475217,143.97947020821542
175,134.07071462306175,160.60633898919838,221.79937362670898,223.58033895492554,233.79295349121094,184.67539072036743,153.01849286270775,153.28509439633882
176,122.4484364475445,161.26200528223708,221.78607940673828,222.17278003692627,235.42919158935547,183.12110424041748,147.15500627860132,159.0644099810442
177,125.04051911317421,161.10127094872465,222.27197647094727,222.68250703811646,237.02899932861328,183.3219051361084,136.3124918312973,160.61792754070765
178,130.759894982903,160.76596318987123,222.3056411743164,222.72192478179932,237.39984512329102,183.47888946533203,125.53743642854708,160.7711404814538
179,108.10119614985054,160.07781818715065,225.12680053710938,222.23756074905396,241.12266540527344,185.44230937957764,121.1758541167697,160.93181075653206
180,116.53647481828897,154.48195695936877,225.37689208984375,222.3097014427185,241.4536476135254,187.22005605697632,120.99847154554966,160.58099275061187
181,112.13079908591146,153.94159698614317,225.26067733764648,222.34727382659912,242.3619842529297,187.0677924156189,118.40367643086428,158.84840727371719
182,101.56365357656489,154.06346507849236,225.0259017944336,222.36579179763794,242.80391693115234,186.1291265487671,113.11156008368826,155.95376429895452
183,99.14783722677545,138.60793294080435,224.91819381713867,226.92739248275757,242.29101181030273,190.77660083770752,108.03933562495399,152.87604703805886
184,116.6748660552308,132.07153974493295,224.80812072753906,226.52551174163818,242.75152206420898,190.04605293273926,104.18708518090143,148.61970474576458
185,120.15421210980107,133.63562985522393,225.19420623779297,226.37601613998413,242.4552345275879,189.54806327819824,104.31315435185908,141.43970189328473
186,119.78169212319614,132.41881131914866,225.16525268554688,225.75159788131714,241.4467430114746,189.2255973815918,110.85134796467948,133.77711061824598
187,140.01696249039227,125.52670176340649,223.76644134521484,225.85566759109497,241.33716583251953,185.51676750183105,120.3271484331293,129.93312214594013
188,152.48123051666835,123.49882482928118,223.42647552490234,225.82727909088135,241.7238426208496,184.24561500549316,129.1430968884506,129.22191416778193
189,140.36947437140594,129.97806321094828,223.36137771606445,225.8562469482422,243.01021575927734,184.4203233718872,138.29189760453002,127.93976110290903
190,147.10891583063494,126.21439101626139,223.32111358642578,225.80152988433838,243.39529037475586,184.53250408172607,146.28053882345802,126.07346375035746
191,129.18822205053496,133.919612885899,224.62980270385742,226.84128284454346,248.57236862182617,186.160089969635,147.93336110562728,126.24119320524645
192,143.7051418168963,115.22701729074366,224.36914443969727,227.01528310775757,247.81326293945312,188.2593584060669,142.74418163388847,128.05447527980337
193,136.5201097582798,115.52066150643479,224.35142517089844,226.95749759674072,248.4152603149414,188.54094743728638,136.79868849689234,127.34104933223738
194,134.816930583026,112.49003170479165,224.16851043701172,226.83956623077393,248.11683654785156,188.5636067390442,135.35265396806534,121.58635110275509
195,104.19944791279505,139.31393532173692,223.00308227539062,227.437162399292,247.54528045654297,190.4751420021057,135.38516456261794,115.53975023527009
196,108.9200486233793,146.98460108006782,221.9698715209961,228.5133719444275,246.28875732421875,191.00778579711914,128.84035985639514,118.23123435483757
197,103.2500870610338,147.9617968381082,221.94759368896484,228.76919031143188,245.97047805786133,190.86959838867188,115.02041929077264,131.83903123733452
198,107.2678811358941,148.01058343146283,221.74406051635742,229.4923996925354,244.22183990478516,191.53965711593628,103.3774474250868,146.905483016037
199,95.92753239845229,137.41375673657024,222.23308563232422,231.91954135894775,248.74238967895508,197.98421144485474,100.56122374728835,152.57706471471928
200,114.91825292105254,129.36745549325278,221.75861358642578,232.39051580429077,248.57322692871094,196.63561820983887,103.00614109454415,147.37636321261178
201,101.10334086165854,137.78906467555623,221.19237899780273,231.94934606552124,247.29724884033203,195.7427430152893,105.33257735464684,137.78063663867988
202,109.27790119819507,137.31433052204267,221.11078262329102,231.7219591140747,246.85962677001953,195.58020114898682,106.51439068849017,131.7204315855453
203,97.4083486750335,129.87469506451737,221.12213134765625,235.16926288604736,248.11700820922852,195.51782369613647,106.50753674481477,132.31068788646695
204,97.01589556529515,134.67459011521456,221.16928100585938,236.4569592475891,247.9281234741211,197.71923065185547,104.4152158031344,135.19592578548725
205,103.28136848518922,139.07937009588815,221.53667449951172,236.70891523361206,248.65100860595703,197.7670383453369,100.71016944571952,135.55710087482666
206,97.79940811788035,142.4738088042821,221.86264038085938,237.28670597076416,249.2649269104004,197.34206914901733,98.16987908160802,135.08010354724206
207,96.97052796837224,133.80058751662784,221.80364608764648,239.18965816497803,249.2251205444336,199.32061672210693,98.3855371142142,136.97814447722251
208,99.75695170172698,129.17292514960803,221.37340545654297,242.02513933181763,249.14640426635742,201.02965593338013,99.26007494607656,138.92743332216773
209,98.52848033421535,128.50887470192987,221.30565643310547,241.66409254074097,250.74167251586914,200.62090873718262,98.94565103496521,136.58364402423868
210,98.72900890961292,130.7636214287189,221.3885498046875,241.0905933380127,250.4910659790039,201.32778882980347,98.37040502804196,131.01610234981058
