frame,timestamp_sec,mse_loss
2210,73.66666666666667,28640.6953125
2522,84.06666666666666,28505.01171875
2523,84.1,28797.3515625
2524,84.13333333333334,29102.904296875
2525,84.16666666666667,29332.12109375
2526,84.2,29571.173828125
2527,84.23333333333333,29764.615234375
2528,84.26666666666667,29876.1171875
2529,84.3,29913.091796875
2530,84.33333333333333,29909.087890625
2531,84.36666666666666,29859.833984375
2532,84.4,29845.12890625
2533,84.43333333333334,29832.513671875
2534,84.46666666666667,29783.177734375
2535,84.5,29714.0859375
2536,84.53333333333333,29589.455078125
2537,84.56666666666666,29450.982421875
2538,84.6,29325.087890625
2539,84.63333333333334,29240.86328125
2540,84.66666666666667,29189.2890625
2541,84.7,29079.42578125
2542,84.73333333333333,28941.150390625
2543,84.76666666666667,28767.7890625
2544,84.8,28610.970703125
2545,84.83333333333333,28504.83984375
2588,86.26666666666667,28508.216796875
2589,86.3,28645.869140625
2590,86.33333333333333,28827.6796875
2591,86.36666666666666,28924.634765625
2592,86.4,29014.603515625
2593,86.43333333333334,29069.37890625
2594,86.46666666666667,29082.021484375
2595,86.5,29145.869140625
2596,86.53333333333333,29113.880859375
2597,86.56666666666666,29005.068359375
2598,86.6,28871.833984375
2599,86.63333333333334,28707.75390625
2600,86.66666666666667,28481.271484375
2951,98.36666666666666,28520.072265625
3056,101.86666666666666,28608.720703125
3057,101.9,28741.26171875
3058,101.93333333333334,28800.9375
3059,101.96666666666667,28866.57421875
3060,102.0,28900.556640625
3061,102.03333333333333,28899.21875
3062,102.06666666666666,28909.15234375
3063,102.1,28888.150390625
3064,102.13333333333334,28867.552734375
3065,102.16666666666667,28904.552734375
3066,102.2,28937.029296875
3067,102.23333333333333,28936.205078125
3068,102.26666666666667,28955.548828125
3069,102.3,28989.166015625
3070,102.33333333333333,29014.056640625
3071,102.36666666666666,29013.736328125
3072,102.4,29013.228515625
3073,102.43333333333334,29037.017578125
3074,102.46666666666667,29062.087890625
3075,102.5,29101.841796875
3076,102.53333333333333,29143.845703125
3077,102.56666666666666,29190.154296875
3078,102.6,29241.853515625
3079,102.63333333333334,29285.435546875
3080,102.66666666666667,29293.330078125
3081,102.7,29263.4609375
3082,102.73333333333333,29258.818359375
3083,102.76666666666667,29240.224609375
3084,102.8,29188.5625
3085,102.83333333333333,29130.154296875
3086,102.86666666666666,29071.966796875
3087,102.9,29026.53515625
3088,102.93333333333334,28994.4296875
3089,102.96666666666667,28946.8828125
3090,103.0,28884.30078125
3091,103.03333333333333,28928.556640625
3092,103.06666666666666,28885.720703125
3093,103.1,28876.677734375
3094,103.13333333333334,28800.77734375
3095,103.16666666666667,28788.146484375
3096,103.2,28773.326171875
3097,103.23333333333333,28750.2890625
3098,103.26666666666667,28705.052734375
3099,103.3,28623.623046875
3100,103.33333333333333,28516.3046875
3135,104.5,28657.32421875
3136,104.53333333333333,28817.353515625
3137,104.56666666666666,28943.267578125
3138,104.6,29107.662109375
3139,104.63333333333334,29263.60546875
3140,104.66666666666667,29334.412109375
3141,104.7,29345.263671875
3142,104.73333333333333,29317.82421875
3143,104.76666666666667,29252.7421875
3144,104.8,29164.841796875
3145,104.83333333333333,29097.02734375
3146,104.86666666666666,29018.65234375
3147,104.9,28955.00390625
3148,104.93333333333334,28885.50390625
3149,104.96666666666667,28832.115234375
3150,105.0,28786.373046875
3151,105.03333333333333,28740.22265625
3152,105.06666666666666,28699.857421875
3153,105.1,28670.806640625
3154,105.13333333333334,28581.166015625
3155,105.16666666666667,28525.173828125
3342,111.4,28980.37109375
3343,111.43333333333334,29356.62890625
3344,111.46666666666667,29791.029296875
3345,111.5,30133.3671875
3346,111.53333333333333,30285.869140625
3347,111.56666666666666,30261.763671875
3348,111.6,30198.041015625
3349,111.63333333333334,30117.37109375
3350,111.66666666666667,30127.14453125
3351,111.7,30076.0859375
3352,111.73333333333333,30046.48828125
3353,111.76666666666667,29950.94140625
3354,111.8,29843.994140625
3355,111.83333333333333,29737.650390625
3356,111.86666666666666,29627.662109375
3357,111.9,29500.41796875
3358,111.93333333333334,29403.658203125
3359,111.96666666666667,29310.455078125
3360,112.0,29244.6171875
3361,112.03333333333333,29197.619140625
3362,112.06666666666666,28975.380859375
3363,112.1,28843.83203125
3364,112.13333333333334,28635.95703125
3505,116.83333333333333,28606.873046875
3506,116.86666666666666,28815.595703125
3507,116.9,29015.966796875
3508,116.93333333333334,29122.185546875
3509,116.96666666666667,29145.205078125
3510,117.0,29153.62890625
3511,117.03333333333333,29046.23828125
3512,117.06666666666666,28914.7109375
3513,117.1,28738.73046875
3514,117.13333333333334,28585.439453125
3567,118.9,28489.53515625
3568,118.93333333333334,28634.744140625
3569,118.96666666666667,28732.83203125
3570,119.0,28756.9375
3571,119.03333333333333,28759.689453125
3572,119.06666666666666,28755.919921875
3573,119.1,28765.59765625
3574,119.13333333333334,28769.896484375
3575,119.16666666666667,28785.955078125
3576,119.2,28828.44140625
3577,119.23333333333333,28854.998046875
3578,119.26666666666667,28870.498046875
3579,119.3,28864.9609375
3580,119.33333333333333,28787.033203125
3581,119.36666666666666,28754.845703125
3583,119.43333333333334,28714.384765625
3585,119.5,28569.3359375
3701,123.36666666666666,28681.1953125
3702,123.4,28866.80078125
3703,123.43333333333334,28975.123046875
3704,123.46666666666667,29082.0
3705,123.5,29164.69140625
3706,123.53333333333333,29210.669921875
3707,123.56666666666666,29254.998046875
3708,123.6,29289.0390625
3709,123.63333333333334,29362.76171875
3710,123.66666666666667,29453.44140625
3711,123.7,29602.595703125
3712,123.73333333333333,29621.1171875
3713,123.76666666666667,29733.78125
3714,123.8,29782.47265625
3715,123.83333333333333,29819.037109375
3716,123.86666666666666,29759.70703125
3717,123.9,29633.701171875
3718,123.93333333333334,29590.392578125
3719,123.96666666666667,29508.466796875
3720,124.0,29427.802734375
3724,124.13333333333334,29214.61328125
3725,124.16666666666667,28984.974609375
3726,124.2,28725.419921875
3944,131.46666666666667,28494.62890625
3945,131.5,28611.072265625
3946,131.53333333333333,28694.771484375
3947,131.56666666666666,28791.13671875
3948,131.6,28852.91796875
3949,131.63333333333333,28930.4765625
3950,131.66666666666666,29017.255859375
3952,131.73333333333332,28621.330078125
4097,136.56666666666666,28576.01171875
4098,136.6,29065.818359375
4099,136.63333333333333,29444.00390625
4100,136.66666666666666,29725.875
4101,136.7,30228.3046875
4102,136.73333333333332,30727.908203125
4103,136.76666666666668,30892.998046875
4104,136.8,31103.75
4105,136.83333333333334,31211.626953125
4106,136.86666666666667,31231.705078125
4107,136.9,31098.18359375
4108,136.93333333333334,30907.466796875
4109,136.96666666666667,30732.1015625
4110,137.0,30598.423828125
4111,137.03333333333333,30504.560546875
4112,137.06666666666666,30435.626953125
4113,137.1,30396.14453125
4114,137.13333333333333,30371.44921875
4116,137.2,30148.126953125
4117,137.23333333333332,30056.19921875
4118,137.26666666666668,29919.16015625
4119,137.3,29687.201171875
4120,137.33333333333334,29407.66796875
4121,137.36666666666667,29102.212890625
4122,137.4,28771.837890625
4296,143.2,28733.947265625
4297,143.23333333333332,29032.94140625
4298,143.26666666666668,29212.501953125
4299,143.3,29255.341796875
4300,143.33333333333334,29156.123046875
4301,143.36666666666667,29078.478515625
4302,143.4,29056.958984375
4303,143.43333333333334,29096.087890625
4304,143.46666666666667,29064.4375
4305,143.5,28845.53125
4306,143.53333333333333,28736.04296875
4307,143.56666666666666,28549.42578125
4426,147.53333333333333,28554.58203125
4427,147.56666666666666,28886.54296875
4428,147.6,29214.8984375
4429,147.63333333333333,29364.517578125
4430,147.66666666666666,29358.126953125
4431,147.7,29304.24609375
4432,147.73333333333332,29222.474609375
4433,147.76666666666668,29143.205078125
4434,147.8,28942.099609375
4435,147.83333333333334,28721.28125
4436,147.86666666666667,28545.65625
4442,148.06666666666666,28526.603515625
4443,148.1,28586.724609375
4444,148.13333333333333,28638.8515625
4445,148.16666666666666,28674.236328125
4446,148.2,28690.09375
4447,148.23333333333332,28666.279296875
4448,148.26666666666668,28599.619140625
4449,148.3,28486.8125
4488,149.6,28515.501953125
4489,149.63333333333333,28614.443359375
4490,149.66666666666666,28714.923828125
4491,149.7,28789.4140625
4492,149.73333333333332,28890.044921875
4493,149.76666666666668,28973.16015625
4494,149.8,28979.61328125
4495,149.83333333333334,29020.3984375
4496,149.86666666666667,29005.58203125
4497,149.9,28956.38671875
4498,149.93333333333334,28860.376953125
4499,149.96666666666667,28827.58203125
4500,150.0,28843.66015625
4501,150.03333333333333,28755.2734375
4502,150.06666666666666,28769.1953125
4503,150.1,28832.37890625
4504,150.13333333333333,28852.326171875
4505,150.16666666666666,28842.248046875
4506,150.2,28829.966796875
4507,150.23333333333332,28829.251953125
4508,150.26666666666668,28797.955078125
4509,150.3,28722.396484375
4510,150.33333333333334,28618.396484375
4511,150.36666666666667,28506.8203125
4555,151.83333333333334,28482.5546875
4556,151.86666666666667,28596.037109375
4557,151.9,28702.23828125
4558,151.93333333333334,28725.462890625
4559,151.96666666666667,28681.880859375
4560,152.0,28690.3203125
4561,152.03333333333333,28704.458984375
4562,152.06666666666666,28668.630859375
4563,152.1,28629.3046875
4564,152.13333333333333,28668.798828125
4565,152.16666666666666,28617.66015625
4566,152.2,28508.40234375
4672,155.73333333333332,28594.42578125
4673,155.76666666666668,28865.5234375
4674,155.8,29107.96484375
4675,155.83333333333334,29288.728515625
4676,155.86666666666667,29417.0859375
4677,155.9,29502.814453125
4678,155.93333333333334,29490.154296875
4679,155.96666666666667,29477.96875
4680,156.0,29417.34765625
4681,156.03333333333333,29409.208984375
4682,156.06666666666666,29416.4765625
4683,156.1,29345.841796875
4684,156.13333333333333,29371.4765625
4685,156.16666666666666,29382.322265625
4686,156.2,29405.37890625
4687,156.23333333333332,29442.689453125
4688,156.26666666666668,29447.732421875
4689,156.3,29400.978515625
4690,156.33333333333334,29344.2578125
4691,156.36666666666667,29245.29296875
4692,156.4,29171.083984375
4693,156.43333333333334,29077.509765625
4694,156.46666666666667,28980.427734375
4695,156.5,28863.52734375
4697,156.56666666666666,28803.876953125
4698,156.6,28780.923828125
4699,156.63333333333333,28742.810546875
4708,156.93333333333334,28681.58984375
4709,156.96666666666667,28676.2109375
4710,157.0,28611.462890625
4711,157.03333333333333,28564.51171875
4712,157.06666666666666,28523.59375
4734,157.8,28660.126953125
4735,157.83333333333334,28875.177734375
4736,157.86666666666667,29073.4140625
4737,157.9,29187.12890625
4739,157.96666666666667,29210.23828125
4740,158.0,29223.908203125
4741,158.03333333333333,29255.580078125
4742,158.06666666666666,29220.6171875
4743,158.1,29244.1328125
4744,158.13333333333333,29229.466796875
4745,158.16666666666666,29230.787109375
4746,158.2,29434.861328125
4747,158.23333333333332,29554.07421875
4748,158.26666666666668,29601.38671875
4749,158.3,29638.16015625
4750,158.33333333333334,29644.51171875
4751,158.36666666666667,29573.416015625
4752,158.4,29403.755859375
4753,158.43333333333334,29204.0625
4754,158.46666666666667,29054.32421875
4755,158.5,28836.298828125
4756,158.53333333333333,28653.28125
4872,162.4,28696.943359375
4873,162.43333333333334,28963.076171875
4874,162.46666666666667,29283.15234375
4875,162.5,29526.91015625
4876,162.53333333333333,29598.564453125
4877,162.56666666666666,29548.939453125
4878,162.6,29563.51171875
4879,162.63333333333333,29562.833984375
4880,162.66666666666666,29518.408203125
4881,162.7,29434.625
4882,162.73333333333332,29343.162109375
4883,162.76666666666668,29256.587890625
4884,162.8,29099.2890625
4885,162.83333333333334,28941.556640625
4886,162.86666666666667,28788.41796875
4887,162.9,28609.9375
4954,165.13333333333333,28489.283203125
4957,165.23333333333332,28578.783203125
4958,165.26666666666668,28614.556640625
4959,165.3,28644.6796875
4960,165.33333333333334,28664.23828125
4961,165.36666666666667,28660.76953125
4962,165.4,28646.3125
4963,165.43333333333334,28612.9921875
4964,165.46666666666667,28592.5859375
4965,165.5,28596.03125
4966,165.53333333333333,28626.3125
4967,165.56666666666666,28668.845703125
4968,165.6,28713.76171875
4969,165.63333333333333,28782.248046875
4970,165.66666666666666,28875.791015625
4971,165.7,28947.740234375
4972,165.73333333333332,29003.65625
4973,165.76666666666668,29034.5234375
4974,165.8,29019.974609375
4975,165.83333333333334,28994.47265625
4976,165.86666666666667,28911.322265625
4977,165.9,28847.650390625
4978,165.93333333333334,28776.8828125
4979,165.96666666666667,28715.482421875
4980,166.0,28669.4140625
4981,166.03333333333333,28605.041015625
4982,166.06666666666666,28498.5625
4983,166.1,28485.40625
4986,166.2,28536.66796875
4987,166.23333333333332,28591.20703125
4988,166.26666666666668,28656.056640625
4989,166.3,28689.720703125
4990,166.33333333333334,28772.943359375
4991,166.36666666666667,28840.791015625
4992,166.4,28880.978515625
4993,166.43333333333334,28929.84375
4994,166.46666666666667,28939.48828125
4995,166.5,28934.78515625
4996,166.53333333333333,28888.1875
4997,166.56666666666666,28778.240234375
4998,166.6,28620.591796875
4999,166.63333333333333,28483.5078125
5027,167.56666666666666,28501.142578125
5028,167.6,28634.060546875
5029,167.63333333333333,28736.07421875
5030,167.66666666666666,28833.611328125
5031,167.7,28934.3984375
5032,167.73333333333332,28999.337890625
5033,167.76666666666668,28996.181640625
5034,167.8,28986.865234375
5035,167.83333333333334,28963.103515625
5036,167.86666666666667,28937.94921875
5037,167.9,28928.455078125
5038,167.93333333333334,28934.392578125
5039,167.96666666666667,28949.4921875
5040,168.0,28969.28125
5041,168.03333333333333,28976.794921875
5042,168.06666666666666,29018.6328125
5043,168.1,29095.3828125
5044,168.13333333333333,29104.31640625
5045,168.16666666666666,29088.59765625
5046,168.2,28985.244140625
5047,168.23333333333332,28994.44140625
5048,168.26666666666668,28974.908203125
5049,168.3,28935.025390625
5050,168.33333333333334,28932.4609375
5051,168.36666666666667,28969.54296875
5052,168.4,29005.01953125
5053,168.43333333333334,29007.91796875
5054,168.46666666666667,28973.318359375
5055,168.5,28906.86328125
5056,168.53333333333333,28843.333984375
5057,168.56666666666666,28775.603515625
5058,168.6,28727.412109375
5059,168.63333333333333,28674.5
5060,168.66666666666666,28618.408203125
5061,168.7,28559.7890625
5062,168.73333333333332,28514.92578125
5102,170.06666666666666,28554.4609375
5103,170.1,28638.111328125
5104,170.13333333333333,28727.572265625
5105,170.16666666666666,28811.44921875
5106,170.2,28861.669921875
5107,170.23333333333332,28936.7578125
5108,170.26666666666668,28962.03515625
5109,170.3,29003.939453125
5110,170.33333333333334,28990.083984375
5111,170.36666666666667,29087.06640625
5112,170.4,29153.12890625
5113,170.43333333333334,29221.134765625
5114,170.46666666666667,29338.974609375
5115,170.5,29419.72265625
5116,170.53333333333333,29523.4453125
5117,170.56666666666666,29604.28515625
5118,170.6,29641.9609375
5119,170.63333333333333,29660.34375
5120,170.66666666666666,29678.57421875
5121,170.7,29680.228515625
5122,170.73333333333332,29655.23046875
5123,170.76666666666668,29634.943359375
5124,170.8,29594.146484375
5125,170.83333333333334,29545.26953125
5126,170.86666666666667,29544.66796875
5127,170.9,29540.38671875
5128,170.93333333333334,29530.029296875
5129,170.96666666666667,29533.6015625
5130,171.0,29543.091796875
5131,171.03333333333333,29545.669921875
5132,171.06666666666666,29563.033203125
5133,171.1,29586.75
5134,171.13333333333333,29571.52734375
5135,171.16666666666666,29603.0390625
5136,171.2,29553.93359375
5137,171.23333333333332,29486.232421875
5138,171.26666666666668,29428.9609375
5139,171.3,29378.31640625
5140,171.33333333333334,29414.37890625
5141,171.36666666666667,29330.396484375
5142,171.4,29297.595703125
5143,171.43333333333334,29246.90625
5144,171.46666666666667,29010.685546875
5145,171.5,28828.693359375
5146,171.53333333333333,28551.619140625
5312,177.06666666666666,28527.841796875
5313,177.1,28835.896484375
5314,177.13333333333333,29088.3828125
5315,177.16666666666666,29166.57421875
5316,177.2,29167.947265625
5317,177.23333333333332,29125.666015625
5318,177.26666666666668,29051.81640625
5319,177.3,28978.98828125
5320,177.33333333333334,28886.009765625
5321,177.36666666666667,28822.1953125
5322,177.4,28766.134765625
5323,177.43333333333334,28803.705078125
5324,177.46666666666667,28858.548828125
5325,177.5,28882.224609375
5326,177.53333333333333,28928.236328125
5327,177.56666666666666,29005.388671875
5328,177.6,29033.03515625
5329,177.63333333333333,29061.3359375
5330,177.66666666666666,29063.521484375
5331,177.7,29058.1171875
5332,177.73333333333332,29036.912109375
5333,177.76666666666668,29022.77734375
5334,177.8,29002.755859375
5335,177.83333333333334,28946.0390625
5336,177.86666666666667,28885.56640625
5337,177.9,28857.6875
5338,177.93333333333334,28771.8828125
5339,177.96666666666667,28731.12890625
5340,178.0,28679.98828125
5341,178.03333333333333,28634.939453125
5352,178.4,28584.392578125
5353,178.43333333333334,28565.544921875
5354,178.46666666666667,28569.681640625
5355,178.5,28585.626953125
5356,178.53333333333333,28627.732421875
5357,178.56666666666666,28713.294921875
5358,178.6,28856.78125
5359,178.63333333333333,28802.380859375
5360,178.66666666666666,28918.16015625
5361,178.7,28932.302734375
5362,178.73333333333332,28938.322265625
5363,178.76666666666668,28877.810546875
5364,178.8,28898.982421875
5365,178.83333333333334,28898.84765625
5366,178.86666666666667,28890.576171875
5367,178.9,28871.0625
5368,178.93333333333334,28785.818359375
5369,178.96666666666667,28736.15625
5370,179.0,28701.70703125
5371,179.03333333333333,28690.685546875
5372,179.06666666666666,28578.982421875
5704,190.13333333333333,28563.66015625
5705,190.16666666666666,28903.4375
5706,190.2,29273.455078125
5707,190.23333333333332,29505.15625
5708,190.26666666666668,29506.544921875
5709,190.3,29386.658203125
5710,190.33333333333334,29288.75390625
5711,190.36666666666667,29220.724609375
5712,190.4,29166.39453125
5713,190.43333333333334,29120.5
5714,190.46666666666667,29086.19921875
5715,190.5,29038.04296875
5716,190.53333333333333,29036.095703125
5717,190.56666666666666,29002.36328125
5718,190.6,28972.099609375
5719,190.63333333333333,28888.11328125
5720,190.66666666666666,28855.30859375
5721,190.7,28768.30859375
5722,190.73333333333332,28639.54296875
5723,190.76666666666668,28512.08203125
6099,203.3,28506.1875
6100,203.33333333333334,28623.419921875
6101,203.36666666666667,28724.80078125
6102,203.4,28853.5
6103,203.43333333333334,28965.875
6104,203.46666666666667,29077.21484375
6105,203.5,29374.638671875
6106,203.53333333333333,29583.591796875
6107,203.56666666666666,29794.2890625
6108,203.6,29980.6640625
6109,203.63333333333333,30198.509765625
6110,203.66666666666666,30254.939453125
6111,203.7,30289.337890625
6112,203.73333333333332,30269.55859375
6113,203.76666666666668,30218.42578125
6114,203.8,30166.7421875
6115,203.83333333333334,29976.896484375
6116,203.86666666666667,29679.44921875
6117,203.9,29332.7421875
6118,203.93333333333334,28945.189453125
6119,203.96666666666667,28555.7578125
6274,209.13333333333333,28791.73828125
6275,209.16666666666666,29201.142578125
6276,209.2,29728.52734375
6277,209.23333333333332,29895.154296875
6278,209.26666666666668,30118.517578125
6279,209.3,30327.23828125
6280,209.33333333333334,30415.4140625
6281,209.36666666666667,30361.326171875
6282,209.4,30246.9921875
6283,209.43333333333334,30123.771484375
6284,209.46666666666667,30105.455078125
6285,209.5,30120.283203125
6286,209.53333333333333,30126.41015625
6287,209.56666666666666,30114.65625
6288,209.6,30077.564453125
6289,209.63333333333333,30075.935546875
6290,209.66666666666666,30078.80078125
6291,209.7,30092.548828125
6292,209.73333333333332,30111.4609375
6293,209.76666666666668,30100.255859375
6294,209.8,30114.732421875
6295,209.83333333333334,30094.5703125
6296,209.86666666666667,30064.80859375
6297,209.9,30021.96875
6298,209.93333333333334,29862.599609375
6299,209.96666666666667,29705.744140625
6300,210.0,29479.685546875
6301,210.03333333333333,29221.666015625
6302,210.06666666666666,28918.0625
6303,210.1,28627.302734375
6646,221.53333333333333,28727.373046875
6647,221.56666666666666,29078.705078125
6648,221.6,29341.861328125
6649,221.63333333333333,29594.716796875
6650,221.66666666666666,29708.89453125
6651,221.7,29650.4609375
6652,221.73333333333332,29502.896484375
6653,221.76666666666668,29355.15234375
6654,221.8,29264.357421875
6655,221.83333333333334,29191.8515625
6656,221.86666666666667,29105.66796875
6657,221.9,29063.73828125
6658,221.93333333333334,29043.400390625
6659,221.96666666666667,28956.650390625
6660,222.0,28851.125
6661,222.03333333333333,28889.78515625
6662,222.06666666666666,28825.607421875
6663,222.1,28735.556640625
6664,222.13333333333333,28622.736328125
6665,222.16666666666666,28523.509765625
6766,225.53333333333333,28603.029296875
6767,225.56666666666666,28654.654296875
6768,225.6,28705.455078125
6771,225.7,28687.732421875
6772,225.73333333333332,28684.619140625
6773,225.76666666666668,28656.40234375
6774,225.8,28611.09765625
6775,225.83333333333334,28570.333984375
6776,225.86666666666667,28509.208984375
6946,231.53333333333333,28558.501953125
6947,231.56666666666666,28698.5859375
6948,231.6,28840.474609375
6949,231.63333333333333,28941.16015625
6950,231.66666666666666,29028.107421875
6951,231.7,29113.96484375
6952,231.73333333333332,29179.60546875
6953,231.76666666666668,29267.51171875
6954,231.8,29418.1953125
6955,231.83333333333334,29425.80859375
6956,231.86666666666667,29462.0859375
6957,231.9,29420.248046875
6958,231.93333333333334,29285.744140625
6959,231.96666666666667,29079.82421875
6960,232.0,28879.345703125
6961,232.03333333333333,28682.9609375
6962,232.06666666666666,28525.6875
7352,245.06666666666666,28662.810546875
7353,245.1,28963.099609375
7354,245.13333333333333,28959.455078125
7356,245.2,28995.8125
7357,245.23333333333332,28959.173828125
7358,245.26666666666668,28784.947265625
7359,245.3,28612.728515625
7361,245.36666666666667,28518.19921875
7905,263.5,28844.580078125
7906,263.53333333333336,29233.89453125
7907,263.56666666666666,29433.0703125
7908,263.6,29429.337890625
7909,263.6333333333333,29095.85546875
7910,263.6666666666667,28587.24609375
7995,266.5,28548.76953125
7996,266.53333333333336,28865.021484375
7997,266.56666666666666,29104.892578125
7998,266.6,29278.52734375
7999,266.6333333333333,29410.685546875
8000,266.6666666666667,29528.470703125
8001,266.7,29636.23046875
8002,266.73333333333335,29733.158203125
8003,266.76666666666665,29799.96484375
8004,266.8,29998.4296875
8005,266.8333333333333,30127.1171875
8006,266.8666666666667,30284.33984375
8007,266.9,30481.2734375
8008,266.93333333333334,30617.8046875
8009,266.96666666666664,30729.087890625
8010,267.0,30804.8671875
8011,267.03333333333336,30874.708984375
8012,267.06666666666666,30902.083984375
8013,267.1,30924.423828125
8014,267.1333333333333,31010.82421875
8015,267.1666666666667,31071.81640625
8016,267.2,31109.6796875
8017,267.23333333333335,31128.44140625
8018,267.26666666666665,31140.724609375
8019,267.3,31164.291015625
