Knee_Angle_Degrees
5.507929321793441524e+00
3.352874125789750792e+01
9.205351807983493018e+01
1.542555554624687773e+02
1.837210242949483927e+02
1.773082221699600041e+02
1.591263547262033740e+02
1.484297322558195447e+02
1.494105273911112306e+02
1.577005507921992660e+02
1.660452291094954376e+02
1.697307667729493232e+02
1.693844088065164044e+02
1.666845098635162401e+02
1.589920525987648716e+02
1.450302622608759862e+02
1.323942591653294016e+02
1.278298341324210270e+02
1.286421706161430620e+02
1.315271152537994794e+02
1.391831760870023516e+02
1.536052866991521739e+02
1.676832416954649432e+02
1.711055196349592222e+02
1.643770078050859524e+02
1.574827607797836322e+02
1.568478748378836372e+02
1.610120054172046764e+02
1.645375184661774028e+02
1.630217908979595904e+02
1.577338715663967719e+02
1.541651485482891530e+02
1.544422990111294212e+02
1.543808028784937676e+02
1.521530204930008665e+02
1.538760577895741335e+02
1.607257556779145489e+02
1.607429547614709691e+02
1.489545943505302716e+02
1.423499071272749461e+02
1.538525854605324525e+02
1.681998760106673387e+02
1.659004522773837493e+02
1.521634934875949625e+02
1.454300638837241308e+02
1.521290093956587839e+02
1.625138630240749364e+02
1.657042471905822367e+02
1.625317731748275492e+02
1.600938547331124084e+02
1.594734404316850487e+02
1.580145170831530663e+02
1.577421796578327928e+02
1.617432939277140918e+02
1.678083591842693636e+02
1.721180464541450306e+02
1.741410938471887278e+02
1.739590966927823388e+02
1.708146341781638569e+02
1.668711513615752153e+02
1.645873221184863837e+02
1.625961608300172827e+02
1.601446997476718934e+02
1.584472581807222866e+02
1.573074746647183986e+02
1.572929921834383720e+02
1.613961965475270119e+02
1.697652647764047060e+02
1.765853702614215877e+02
1.759865823639876510e+02
1.700570792259878772e+02
1.664018291813907240e+02
1.666158711940236117e+02
1.646190016879256746e+02
1.584050674854723013e+02
1.541991004182067400e+02
1.557314201836024949e+02
1.577185914402261062e+02
1.547493628870048497e+02
1.500578760279331334e+02
1.494227485819505716e+02
1.521880256145147428e+02
1.544655043920852791e+02
1.560114028483493769e+02
1.583107402891824336e+02
1.581365957345075799e+02
1.513330197078811352e+02
1.443984766299352600e+02
1.483649689920160029e+02
1.602500215173357674e+02
1.667999908726312697e+02
1.630503211752458412e+02
1.558368146250259656e+02
1.542591020610575185e+02
1.584755281395542852e+02
1.588576433298512995e+02
1.518418125448392573e+02
1.465849974311655046e+02
1.496666484632276592e+02
1.552641132456271009e+02
1.555871397586195997e+02
1.532701518440793791e+02
1.555822779371820275e+02
1.608651530062642792e+02
1.617988496824793003e+02
1.575335788473591947e+02
1.525871219074979592e+02
1.504806520429831096e+02
1.528162818309874638e+02
1.576010778500535707e+02
1.609988516542701404e+02
1.631279621893200726e+02
1.655584195684721749e+02
1.663778275731983456e+02
1.641694571838429511e+02
1.612383510924986751e+02
1.591364846393789492e+02
1.564958018544936920e+02
1.531018593805537193e+02
1.513886615588984057e+02
1.524647386000763731e+02
1.536311588634751786e+02
1.518239283650875393e+02
1.496251490281940164e+02
1.532678399165076542e+02
1.630288204726893753e+02
1.723013991759391956e+02
1.755838714683368380e+02
1.730620088262053287e+02
1.691422896241983267e+02
1.674578465603187851e+02
1.689207709076719084e+02
1.726805453611854944e+02
1.755065357018499697e+02
1.749733740460990248e+02
1.731489682963573102e+02
1.732194594336285434e+02
1.755228896247377577e+02
1.780341133861464016e+02
1.789060687816246968e+02
1.782132505662676465e+02
1.771811098746768778e+02
1.764542134758007990e+02
1.759319133687386909e+02
1.756131324611720856e+02
1.755471273524153162e+02
1.754825108076730089e+02
1.751753046053444507e+02
1.746130528398343245e+02
1.740467732462545598e+02
1.738026873352227994e+02
1.738034758978432421e+02
1.738304998294959489e+02
1.740363760420009100e+02
1.744131431806074488e+02
1.744079526625314429e+02
1.738482456651939287e+02
1.735746886792276769e+02
1.741892775183597450e+02
1.751873330480200082e+02
1.762932602292512172e+02
1.773799534888518963e+02
1.768397418344540597e+02
1.735725339975028589e+02
1.700220739772415186e+02
1.698853365299717666e+02
1.732617964639572108e+02
1.761170210651441721e+02
1.754781686615863805e+02
1.734310828319632662e+02
1.734886815020288680e+02
1.757173900032982203e+02
1.778720015442971487e+02
1.786527270598159873e+02
1.782608222026166516e+02
1.771580756337029356e+02
1.759707377037687195e+02
1.756430919670618493e+02
1.759572356612376893e+02
1.753634887529119055e+02
1.729628523708010448e+02
1.697094888798341970e+02
1.681261745248663146e+02
1.700790780410620755e+02
1.739512701459062782e+02
1.761013066547112089e+02
1.756919943336003769e+02
1.751805065632514413e+02
1.757994449126310315e+02
1.756978243716573900e+02
1.727818126119949227e+02
1.677613048767476869e+02
1.641347306272675439e+02
1.645951689888809710e+02
1.680438683369287105e+02
1.706861984012499818e+02
1.701662619996950525e+02
1.687204983336163764e+02
1.695870803374017441e+02
1.723177395416566640e+02
1.742918985729698420e+02
1.737344379118030986e+02
1.717388413749208098e+02
1.715835877721356724e+02
1.721128503114101704e+02
1.651612816947163367e+02
1.479408054199267895e+02
1.274852806181508100e+02
1.054209404790081948e+02
8.016306548837117418e+01
6.545992312607417318e+01
8.250802022060169350e+01
1.272590385062369194e+02
1.639018836178538550e+02
1.691775660722370560e+02
1.602106848787758793e+02
1.601103283904392356e+02
1.683178460518169857e+02
1.740223565784504842e+02
1.729564223337905560e+02
1.687012473093862468e+02
1.670099520198963603e+02
1.695564241984153568e+02
1.736673417109221589e+02
1.765552214114779019e+02
1.771464095048097533e+02
1.756544991224181729e+02
1.739560747811352996e+02
1.742910935029509858e+02
1.755581923829082882e+02
1.747414984731824461e+02
1.727862951272191481e+02
1.733561405860558580e+02
1.765517884550009171e+02
1.789899119986367566e+02
1.784114103335246000e+02
1.758119734608094973e+02
1.740072861267714472e+02
1.738911056615695259e+02
1.731193562069994698e+02
1.701243072024258254e+02
1.665746868474205655e+02
1.645607234230734832e+02
1.646605266817106497e+02
1.664122387638215628e+02
1.689268746299734403e+02
1.716608050256826346e+02
1.738819688236302170e+02
1.745953189830785846e+02
1.741266556697047463e+02
1.735394008694604224e+02
1.733558583752215441e+02
1.743241509742934170e+02
1.767691644043756583e+02
1.789141416671535012e+02
1.790450085233306652e+02
1.781012576732011325e+02
1.775532525983766448e+02
1.772759742081034631e+02
1.770016853243767514e+02
1.773108715290089776e+02
1.783980581613978131e+02
1.794045950647499694e+02
1.792120681029529692e+02
1.777448307010751023e+02
1.766347287718726875e+02
1.773698091531363161e+02
1.788140525501049183e+02
1.787175230306033029e+02
1.772596662225811315e+02
1.763986236009855588e+02
1.764317307617083657e+02
1.759020991652770078e+02
1.742248442297929216e+02
1.727025052679197188e+02
1.728027243580588390e+02
1.740098987556986856e+02
1.747293579918905095e+02
1.749016191863064194e+02
1.757004186915513628e+02
1.771547838325139992e+02
1.780812445172821015e+02
1.779875745187212885e+02
1.772978660327358114e+02
1.764169054590717565e+02
1.759027388004784029e+02
1.762267935678342212e+02
1.768504833760720771e+02
1.768102606408082806e+02
1.760198276111973712e+02
1.751617688242602924e+02
1.742576582499022493e+02
1.725839696145652340e+02
1.706153028451965668e+02
1.699637423313719466e+02
1.712753595143691996e+02
1.740792610629302146e+02
1.773670142688681608e+02
1.793009422410108868e+02
1.783637545267676501e+02
1.754527447438858303e+02
1.729138789264964089e+02
1.711091433126744334e+02
1.690630849591635751e+02
1.681767849316679246e+02
1.707510429990232126e+02
1.755839036668926951e+02
1.786668726204501922e+02
1.779163285702520909e+02
1.755329234497800144e+02
1.748626958004938388e+02
1.758161277431935616e+02
1.758696823636554711e+02
1.746422356519832135e+02
1.739012390576894802e+02
1.743510371830228110e+02
1.756320878626955846e+02
1.774887162948417370e+02
1.787851179366795407e+02
1.779030598555148686e+02
1.752720328664717044e+02
1.731465384904810776e+02
1.727037488961190945e+02
1.731068189252911225e+02
1.728834207358519279e+02
1.712411704228126155e+02
1.686402897167862704e+02
1.664299912046647307e+02
1.658215449742095018e+02
1.667857843307304506e+02
1.673978873320017442e+02
1.653227382628730027e+02
1.608627020558177776e+02
1.571759951931669264e+02
1.565327660130495815e+02
1.578333147345909708e+02
1.586567392989913401e+02
1.579160323162122381e+02
1.560317539232051445e+02
1.545377420386872416e+02
1.555981164163521839e+02
1.599317086260966505e+02
1.653128214136876295e+02
1.690554838887805715e+02
1.713711670163835947e+02
1.736372041044083971e+02
1.747677671859168242e+02
1.729407416473545709e+02
1.692417679104526655e+02
1.665534099180218277e+02
1.659586909597958311e+02
1.661820712913740863e+02
1.668282487886285423e+02
1.694381524638870928e+02
1.734687538641185256e+02
1.757799395578499571e+02
1.756690696364786390e+02
1.747972056853629113e+02
1.733505660206955383e+02
1.713052859154537373e+02
1.698672604216245077e+02
1.698632356519249527e+02
1.716549474507714876e+02
1.746807379140179250e+02
1.767484776071211456e+02
1.756953145918844541e+02
1.717786484359517658e+02
1.679811613494632923e+02
1.657805174501737611e+02
1.644103741048239726e+02
1.659533967107347507e+02
1.720613300545667812e+02
1.769851257289291482e+02
1.729303161744667534e+02
1.610987466792683165e+02
1.520113351522299467e+02
1.534808371006843970e+02
1.617643085268285574e+02
1.665330710404336116e+02
1.626161580706923928e+02
1.551493020515537182e+02
1.516355787770037580e+02
1.524158710425294316e+02
1.528316378181749542e+02
1.520842545569491620e+02
1.559855489900950545e+02
1.672451464403514763e+02
1.771286830167158826e+02
1.742484020867355241e+02
1.598463671610077768e+02
1.469860206060132555e+02
1.410421636146189428e+02
1.348569201328413385e+02
1.276545801411920706e+02
1.267124786649521013e+02
1.315495629432052169e+02
1.360489114134528563e+02
1.395435082863548928e+02
1.435511201528711354e+02
1.470135524436531398e+02
1.525070641873536204e+02
1.636074695834828674e+02
1.729170132721164350e+02
1.711734282669682727e+02
1.651077336030837728e+02
1.670090414885090695e+02
1.751409601150799631e+02
1.797123544911191857e+02
1.769270552199334645e+02
1.673895912470579788e+02
1.543175884779278420e+02
1.484709409467700709e+02
1.580815456310271543e+02
1.735560163018833464e+02
1.783651887892922048e+02
1.712507650832965282e+02
1.654297143946556048e+02
1.691860570003777866e+02
1.767860181924272354e+02
1.793878315153068854e+02
1.762533062115082600e+02
1.718221814557369953e+02
1.701438703460627266e+02
1.728928436621058324e+02
1.766847227913509357e+02
1.766483883721712687e+02
1.731039652325361828e+02
1.698784613020707468e+02
1.694117858035469339e+02
1.712899539749407438e+02
1.732160176919215360e+02
1.729095726667973736e+02
1.700177151855267539e+02
1.664257887599275705e+02
1.640547474186909653e+02
1.633483533503525109e+02
1.635918981135741603e+02
1.639583743766143868e+02
1.649035059647686694e+02
1.670079153307964361e+02
1.686273594576896357e+02
1.670559132406556557e+02
1.618659455549812094e+02
1.562062792414951389e+02
1.543539922993353741e+02
1.581080983984901422e+02
1.655018421824200914e+02
1.720318846641433765e+02
1.743249804786271682e+02
1.730244110239777058e+02
1.701219451768039050e+02
1.647482876748894682e+02
1.555310777265571573e+02
1.483384058382404760e+02
1.516321689382279487e+02
1.599580980595901849e+02
1.611347399102437237e+02
1.586290161090186643e+02
1.634256046940400324e+02
1.728409050351457381e+02
1.765577042633317149e+02
1.734349065240204197e+02
1.699550098391226243e+02
1.687241918730960890e+02
1.671750699447368618e+02
1.649419677813272358e+02
1.650762219476445694e+02
1.678308091362503660e+02
1.699118517791653744e+02
1.693171658565609903e+02
1.661429640429219319e+02
1.618696514063629479e+02
1.592418754013349940e+02
1.598196260526234482e+02
1.621606338511540457e+02
1.627187038974850566e+02
1.593686757773754437e+02
1.542857770867597651e+02
1.504555806389083727e+02
1.474919422983184347e+02
1.448623958956014235e+02
1.450020696998555536e+02
1.490483906877498157e+02
1.539495559357791308e+02
1.577368710402801071e+02
1.624645217798792203e+02
1.676329529209954217e+02
1.686829067291920410e+02
1.657604053030132718e+02
1.645418646431493244e+02
1.673311127370165536e+02
1.706552082424098842e+02
1.710321347788897697e+02
1.690125962551410623e+02
1.675384030667661364e+02
1.681819719456353255e+02
1.698709128065593461e+02
1.708642252426957668e+02
1.708015777501244656e+02
1.702024809629072593e+02
1.692991917074052992e+02
1.685059324006100212e+02
1.686635360606720155e+02
1.700799991842646079e+02
1.721910088054665380e+02
1.741780915222949204e+02
1.752863975714722926e+02
1.749512996960276325e+02
1.741093392329802896e+02
1.750015145124459650e+02
1.774525753124451057e+02
1.781460311980648896e+02
1.757388792608814754e+02
1.730040054996910897e+02
1.715934043039734433e+02
1.693440548399476313e+02
1.648001057732053596e+02
1.601106842168308333e+02
1.593119060487981926e+02
1.643789666359770081e+02
1.721353410250115417e+02
1.770466339505595386e+02
1.766782553368598769e+02
1.736006072477863427e+02
1.716780925565761322e+02
1.712806617784403898e+02
1.713740976498311284e+02
1.723244375191195843e+02
1.733232104070051491e+02
1.725595639959392429e+02
1.708828039748216554e+02
1.713993288953120100e+02
1.742754750865098572e+02
1.750613646952349143e+02
1.717150661665777989e+02
1.688187119624258514e+02
1.702567935942163899e+02
1.738873665070832715e+02
1.765144799810108509e+02
1.775803897756593699e+02
1.771516963104280649e+02
1.753383433518804111e+02
1.738167144024728259e+02
1.742504246483654242e+02
1.754851832920254253e+02
1.755791918875619047e+02
1.750115520252072372e+02
1.751277109871725202e+02
1.754402725619598868e+02
1.746893769966925447e+02
1.733362435009782985e+02
1.728845132938873235e+02
1.736041921359104947e+02
1.745902920825779177e+02
1.741910231339729762e+02
1.710217672151162276e+02
1.673381254713030160e+02
1.674306828040059543e+02
1.713649039206662508e+02
1.749169445154583968e+02
1.751719749008742610e+02
1.738549158232457330e+02
1.745443073639829947e+02
1.773670633106121954e+02
1.792102400164060612e+02
1.781123345472227015e+02
1.746761759910759508e+02
1.711137049165604367e+02
1.700280204612106161e+02
1.720421875202396791e+02
1.750646468121769601e+02
1.770297637866144100e+02
1.778396850014053712e+02
1.779250980516634399e+02
1.765006716924775958e+02
1.729655290442237003e+02
1.695015439684076739e+02
1.689179587916347032e+02
1.700472627857754446e+02
1.691551854674299307e+02
1.649944684682777734e+02
1.603456234459656287e+02
1.599545155152741245e+02
1.659885479282115739e+02
1.746481444297469636e+02
1.795636747307757730e+02
1.779208787200092274e+02
1.703621339426681516e+02
1.568168428294816863e+02
1.405823652247794655e+02
1.319754085539565267e+02
1.349340812373991980e+02
1.405855933504123811e+02
1.405803343189683687e+02
1.338033722523908295e+02
1.245139831794897987e+02
1.208488899561478860e+02
1.284827025544768446e+02
1.447949654228356735e+02
1.606519995302697055e+02
1.680419580968912214e+02
1.670951213318251689e+02
1.636845269660638280e+02
1.624626411513936546e+02
1.638549513688626291e+02
1.649314447012322375e+02
1.648879338690029783e+02
1.660441658165311480e+02
1.685826097165672479e+02
1.693377006586591449e+02
1.651335100018685580e+02
1.587772733004667600e+02
1.569333390713439371e+02
1.613628893347338931e+02
1.688441388396870764e+02
1.736498859573557070e+02
1.708686491862423225e+02
1.625237404214302614e+02
1.560477706005097502e+02
1.564854787945437238e+02
1.622821663371498460e+02
1.686112429036989226e+02
1.727209188457602238e+02
1.746889169767052863e+02
1.758536997484433186e+02
1.769801459865118716e+02
1.771741692001756689e+02
1.754190922048722427e+02
1.721751650882401918e+02
1.692468672394184352e+02
1.675922081054463604e+02
1.647110562336750377e+02
1.593319392732304323e+02
1.575600368520544237e+02
1.641190655267572538e+02
1.723736587196984829e+02
1.741326922019150913e+02
1.710527542403341101e+02
1.689653924010818855e+02
1.691252167680149228e+02
1.687804063184836139e+02
1.661486926099553898e+02
1.629318696672578710e+02
1.622406602591913440e+02
1.644742633352537098e+02
1.669862159941677078e+02
1.683847911677069362e+02
1.699404111204126480e+02
1.717032251730269081e+02
1.718656880735700554e+02
1.707343414566708759e+02
1.705569665110933215e+02
1.721894781668037808e+02
1.737412447195994503e+02
1.716916969552594594e+02
1.657755111351745825e+02
1.608160851720624862e+02
1.535300423109889891e+02
1.310593141243709852e+02
1.060926252267133520e+02
1.125529681840049534e+02
1.414254772643469664e+02
1.428311628306340424e+02
1.029253333173260643e+02
6.026263378741285948e+01
5.012473149029848685e+01
8.013827555430775362e+01
1.362588885784963395e+02
1.805351666260791887e+02
1.815882604829461684e+02
1.557827506959364143e+02
1.449083700684822134e+02
1.611608843669491478e+02
1.809004357171078254e+02
1.822763821911437674e+02
1.654440102001374271e+02
1.372805990273166401e+02
